disease_id	DduftC	DgaG	D<soD	Dso>D
Q18553218	0	0	0	1
Q18553219	0	0	4	1
Q18553222	0	0	0	2
Q18553223	0	0	0	1
Q18553225	0	0	0	1
Q18553226	0	0	2	2
Q18553227	0	0	0	1
Q18553228	0	0	7	1
Q18553229	0	0	0	1
Q18553230	0	0	0	1
Q18553231	0	0	0	1
Q18553232	0	0	0	2
Q18553236	0	0	0	1
Q18553237	0	0	0	1
Q18553238	0	0	0	1
Q18553239	0	0	0	1
Q18553240	0	0	0	1
Q18553242	0	0	0	1
Q18553243	0	0	1	1
Q18553244	0	0	8	1
Q18553245	0	0	0	1
Q18553246	0	0	0	1
Q18553247	0	0	44	1
Q18553248	0	0	11	1
Q18553249	0	0	1	1
Q18553250	0	0	0	1
Q18553251	0	0	0	1
Q18553252	0	0	0	1
Q18553253	0	0	0	1
Q18553254	0	0	0	1
Q18553255	0	0	0	1
Q18553256	0	0	0	1
Q18553263	0	0	0	2
Q18553270	0	0	0	1
Q18553273	0	0	0	1
Q18553274	0	0	0	2
Q18553275	0	0	0	1
Q18553276	0	0	0	1
Q18553278	0	0	0	1
Q18553279	0	0	0	2
Q18553280	0	0	0	1
Q18553281	0	0	0	1
Q18553282	0	0	0	1
Q18553283	0	0	3	1
Q18553284	0	0	0	1
Q18553285	0	0	0	1
Q18553286	0	0	0	1
Q18553287	0	0	0	1
Q18553288	0	0	0	1
Q18553289	0	0	0	1
Q18553290	0	0	1	1
Q18553292	0	0	0	1
Q18553295	0	0	0	1
Q18553298	0	0	10	1
Q18553299	0	0	0	1
Q18553300	0	0	0	2
Q18553302	0	0	0	1
Q18553304	0	0	0	1
Q18553306	0	0	0	1
Q18553309	0	0	54	1
Q18553310	0	0	79	1
Q18553311	0	0	0	1
Q18553313	0	0	0	1
Q18553314	0	0	0	1
Q18553315	0	0	0	1
Q18553317	0	0	0	1
Q18553318	0	0	0	1
Q18553320	0	0	0	2
Q18553321	0	0	0	1
Q18553324	0	0	0	1
Q18553325	0	0	0	1
Q18553329	1	0	0	1
Q18553330	0	0	8	1
Q18553331	0	0	2	1
Q18553334	0	0	0	1
Q18553335	0	0	0	1
Q18553336	0	0	0	2
Q18553337	0	0	0	1
Q18553350	0	0	0	2
Q18553351	0	0	0	3
Q18553352	0	0	0	1
Q18553357	0	0	6	4
Q18553358	0	0	1	1
Q18553359	0	0	8	2
Q18553360	0	0	7	1
Q18553361	0	0	6	2
Q18553363	0	0	19	2
Q18553364	0	0	10	1
Q18553365	0	0	0	1
Q18553368	0	0	0	1
Q18553371	0	0	0	1
Q18553372	0	0	0	1
Q18553373	0	0	0	1
Q18553374	0	0	0	1
Q18553375	0	0	0	1
Q18553376	0	0	0	2
Q18553377	0	0	1	1
Q18553380	0	0	0	1
Q18553385	0	0	0	2
Q18553386	0	0	0	1
Q18553387	0	0	0	1
Q18553388	0	0	0	1
Q18553389	0	0	7	1
Q18553391	0	0	0	1
Q18553394	0	0	0	2
Q18553396	0	0	0	1
Q18553397	0	0	0	1
Q18553398	0	0	0	1
Q18553400	0	0	15	1
Q18553402	0	0	10	1
Q18553403	0	0	3	1
Q18553404	0	0	0	1
Q18553406	0	0	0	1
Q18553408	0	0	0	1
Q18553411	0	0	5	1
Q18553412	0	0	5	1
Q18553413	0	0	4	1
Q18553414	0	0	4	1
Q18553415	0	0	3	1
Q18553416	0	0	2	1
Q18553418	0	0	0	1
Q18553419	0	0	0	1
Q18553420	0	0	0	1
Q18553421	0	0	0	1
Q18553422	0	0	0	1
Q18553423	0	2	2	1
Q18553424	0	0	0	1
Q18553425	0	0	5	1
Q18553426	0	0	0	1
Q18553427	0	0	0	1
Q18553428	0	0	0	1
Q18553432	0	0	1	1
Q18553435	0	0	0	1
Q18553436	0	0	0	1
Q18553437	0	0	0	1
Q18553438	0	0	18	1
Q18553439	0	0	78	1
Q18553440	0	0	69	1
Q18553441	0	0	0	1
Q18553442	0	0	8	1
Q18553444	2	1	0	1
Q18553445	0	0	1	1
Q18553446	0	0	0	1
Q18553449	0	0	1	1
Q18553451	0	0	0	1
Q18553452	0	0	0	2
Q18553453	0	0	0	2
Q18553455	0	0	0	1
Q18553459	0	0	0	1
Q18553460	0	0	0	2
Q18553463	0	0	0	1
Q18553466	0	0	0	1
Q18553470	0	0	0	1
Q18553471	0	0	0	1
Q18553473	0	0	0	2
Q18553474	0	0	1	1
Q18553475	0	0	0	1
Q18553477	0	0	0	1
Q18553479	0	0	0	1
Q18553480	0	0	0	1
Q18553481	0	0	0	1
Q18553484	0	0	0	1
Q18553485	0	0	0	1
Q18553486	0	0	0	1
Q18553487	0	0	0	1
Q18553488	0	0	0	1
Q18553489	0	0	0	1
Q18553493	0	0	0	1
Q18553495	0	0	2	1
Q18553496	0	0	0	1
Q18553497	0	0	0	1
Q18553498	0	0	1	2
Q18553499	0	0	3	1
Q18553500	0	0	4	1
Q18553501	0	0	3	2
Q18553502	0	0	5	1
Q18553504	0	0	1	1
Q18553505	0	0	1	1
Q18553506	0	0	1	1
Q18553507	0	0	0	1
Q18553510	0	0	2	1
Q18553511	0	0	0	1
Q18553512	0	0	0	1
Q18553513	0	0	0	2
Q18553514	0	0	0	1
Q18553516	0	0	0	1
Q18553517	0	0	0	2
Q18553518	0	0	0	1
Q18553519	0	0	0	1
Q18553521	0	0	0	1
Q18553522	0	0	1	3
Q18553523	0	0	0	1
Q18553526	0	0	1	1
Q18553527	0	0	1	1
Q18553528	0	0	0	1
Q18553532	0	0	0	1
Q18553533	0	0	0	1
Q18553534	0	0	0	1
Q18553536	0	0	2	0
Q18553537	0	0	3	0
Q18553540	0	0	0	3
Q18553541	0	0	0	2
Q18553542	0	0	0	1
Q18553543	0	0	0	1
Q18553544	0	0	0	2
Q18553545	0	0	0	2
Q18553546	0	0	0	1
Q18553547	0	0	0	1
Q18553548	0	0	0	1
Q18553549	0	0	2	2
Q18553551	0	0	0	1
Q18553552	0	0	0	1
Q18553553	0	0	0	2
Q18553554	0	0	0	1
Q18553556	0	0	5	2
Q18553557	0	0	0	3
Q18553558	0	0	0	3
Q18553559	0	0	0	3
Q18553560	0	0	0	1
Q18553561	0	0	1	1
Q18553562	0	0	0	2
Q18553563	0	0	1	2
Q18553564	0	0	1	1
Q18553565	0	0	0	1
Q18553566	0	0	0	1
Q18553567	0	0	0	1
Q18553568	0	0	0	1
Q18553569	0	0	0	1
Q18553570	0	0	0	2
Q18553571	0	0	0	1
Q18553572	0	0	0	1
Q18553573	0	0	0	1
Q18553574	0	0	0	2
Q18553575	0	0	0	1
Q18553576	0	0	0	1
Q18553578	0	0	0	1
Q18553579	0	0	0	1
Q18553580	0	0	1	1
Q18553581	0	0	0	1
Q18553582	0	0	0	1
Q18553584	0	0	0	2
Q18553585	0	0	1	2
Q18553586	0	0	3	2
Q18553587	0	0	0	1
Q18553588	0	0	0	1
Q18553590	0	0	0	1
Q18553591	0	0	0	1
Q18553592	0	0	0	1
Q18553593	0	0	0	1
Q18553594	0	0	0	1
Q18553595	0	0	0	1
Q18553596	0	0	0	1
Q18553597	0	0	0	1
Q18553601	0	0	0	1
Q18553603	0	0	0	1
Q18553604	0	0	0	1
Q18553605	0	0	0	1
Q18553606	0	0	1	1
Q18553607	0	0	0	1
Q18553608	0	0	2	2
Q18553609	0	0	3	2
Q18553610	0	0	2	2
Q18553611	0	0	6	1
Q18553613	0	0	3	2
Q18553616	0	0	5	1
Q18553620	0	0	1	3
Q18553621	0	0	2	1
Q18553623	0	0	1	1
Q18553625	0	0	0	2
Q18553626	0	0	0	1
Q18553627	0	0	0	1
Q18553629	0	0	0	1
Q18553630	0	0	0	1
Q18553634	0	0	7	2
Q18553635	0	0	0	1
Q18553636	0	0	0	1
Q18553637	0	0	0	1
Q18553638	0	0	0	1
Q18553639	0	0	0	1
Q18553640	0	0	0	1
Q18553641	0	0	0	1
Q18553642	0	0	0	1
Q18553643	0	0	21	2
Q18553644	0	0	4	2
Q18553645	0	0	18	1
Q18553646	0	0	15	1
Q18553647	0	0	9	1
Q18553648	0	0	9	1
Q18553649	0	0	2	1
Q18553650	0	0	6	1
Q18553651	0	0	5	1
Q18553652	0	0	4	1
Q18553653	0	0	3	1
Q18553654	0	0	8	2
Q18553655	0	0	7	1
Q18553656	0	0	8	1
Q18553657	0	0	3	2
Q18553658	0	0	2	2
Q18553659	0	0	2	2
Q18553660	0	0	1	1
Q18553661	0	0	0	1
Q18553662	0	0	6	2
Q18553663	0	0	1	1
Q18553665	0	0	4	2
Q18553667	0	0	8	2
Q18553668	0	0	6	1
Q18553669	0	0	3	1
Q18553670	0	0	5	2
Q18553671	0	0	8	1
Q18553672	0	0	4	2
Q18553673	0	0	8	1
Q18553674	0	0	3	2
Q18553675	0	0	1	1
Q18553676	0	0	3	1
Q18553678	0	0	2	2
Q18553679	0	0	7	2
Q18553680	2	0	7	2
Q18553681	0	0	0	1
Q18553682	0	0	0	1
Q18553683	0	0	0	1
Q18553684	0	0	0	1
Q18553687	0	0	0	2
Q18553688	0	0	0	2
Q18553690	0	0	0	2
Q18553693	0	0	1	1
Q18553694	0	0	0	1
Q18553698	0	0	1	1
Q18553699	0	0	8	1
Q18553703	0	0	0	1
Q18553705	0	0	0	1
Q18553706	0	0	3	1
Q18553707	0	0	0	1
Q18553709	0	0	0	1
Q18553710	0	0	0	1
Q18553711	0	0	0	1
Q18553712	4	0	0	1
Q18553713	0	0	0	1
Q18553714	0	0	0	1
Q18553715	0	0	0	1
Q18553716	0	0	0	1
Q18553717	0	0	0	1
Q18553718	0	0	0	1
Q18553719	0	0	0	1
Q18553720	0	0	0	1
Q18553721	0	0	0	2
Q18553722	0	0	0	1
Q18553723	0	0	0	1
Q18553724	0	0	0	1
Q18553725	0	0	0	1
Q18553726	0	0	0	1
Q18553727	0	0	0	1
Q18553728	0	0	0	1
Q18553729	0	0	0	1
Q18553730	0	0	0	2
Q18553731	0	0	0	2
Q18553732	0	0	0	2
Q18553733	0	0	0	2
Q18553734	0	0	8	1
Q18553736	0	0	6	1
Q18553737	0	0	3	1
Q18553738	0	0	2	1
Q18553740	0	0	4	1
Q18553741	0	0	2	1
Q18553742	0	0	9	1
Q18553747	0	0	0	1
Q18553749	0	0	0	1
Q18553751	0	0	0	1
Q18553752	0	0	3	1
Q18553753	0	0	0	1
Q18553754	0	0	0	1
Q18553755	0	0	0	1
Q18553759	0	0	2	1
Q18553760	0	0	1	2
Q18553761	0	0	2	1
Q18553762	0	1	1	1
Q18553763	0	0	0	1
Q18553764	0	0	0	1
Q18553765	0	0	0	1
Q18553766	0	0	4	1
Q18553767	0	0	0	1
Q18553768	0	0	0	1
Q18553769	0	0	0	1
Q18553770	0	0	0	1
Q18553771	0	0	0	1
Q18553772	0	0	2	1
Q18553773	0	0	0	2
Q18553774	0	0	0	1
Q18553775	0	0	0	2
Q18553776	0	0	0	1
Q18553778	0	0	0	1
Q18553779	0	0	0	2
Q18553780	0	0	0	1
Q18553781	0	0	3	2
Q18553782	0	0	0	2
Q18553785	1	0	20	1
Q18553786	0	0	0	2
Q18553787	0	0	0	1
Q18553788	0	0	0	2
Q18553789	0	0	4	1
Q18553790	1	0	2	1
Q18553791	0	0	0	2
Q18553792	0	0	1	1
Q18553793	0	0	0	1
Q18553794	0	0	0	1
Q18553795	0	0	1	1
Q18553796	0	0	4	1
Q18553797	0	4	0	1
Q18553799	0	0	0	1
Q18553800	1	0	0	3
Q18553801	0	0	1	2
Q18553802	0	0	0	2
Q18553803	0	0	0	1
Q18553804	0	0	0	3
Q18553805	0	0	0	2
Q18553806	0	0	0	3
Q18553807	0	0	0	1
Q18553808	0	0	0	2
Q18553809	0	0	0	2
Q18553810	0	0	0	2
Q18553811	0	0	0	2
Q18553812	0	0	0	3
Q18553814	0	0	0	1
Q18553815	0	0	0	1
Q18553816	0	0	0	2
Q18553817	0	0	1	1
Q18553818	0	0	0	3
Q18553819	1	0	0	1
Q18553821	0	0	0	1
Q18553822	0	0	0	2
Q18553825	0	0	1	3
Q18553826	0	0	0	1
Q18553829	0	0	6	2
Q18553831	0	0	0	2
Q18553832	0	0	0	1
Q18553834	0	0	0	2
Q18553835	0	0	0	1
Q18553836	0	0	2	1
Q18553837	0	0	0	1
Q18553838	0	0	0	1
Q18553840	0	0	0	1
Q18553841	0	0	0	1
Q18553842	0	0	0	2
Q18553843	0	0	1	1
Q18553844	0	0	0	1
Q18553847	0	0	0	1
Q18553849	0	0	0	1
Q18553850	0	0	1	1
Q18553851	0	0	0	2
Q18553852	1	23	6	1
Q18553854	0	0	0	1
Q18553855	0	0	0	1
Q18553856	0	0	0	1
Q18553858	0	0	2	2
Q18553859	0	0	0	1
Q18553861	0	0	0	1
Q18553862	0	0	0	1
Q18553863	0	0	0	1
Q18553864	0	0	0	1
Q18553865	0	0	0	1
Q18553866	0	0	0	2
Q18553867	0	0	0	1
Q18553868	0	0	0	1
Q18553869	0	0	2	1
Q18553870	0	0	1	1
Q18553871	0	0	0	1
Q18553872	0	0	0	1
Q18553873	0	0	2	2
Q18553874	0	0	2	1
Q18553875	0	0	1	1
Q18553876	0	0	0	1
Q18553877	0	0	0	1
Q18553878	0	0	0	1
Q18553879	0	0	0	1
Q18553880	0	0	0	1
Q18553882	0	0	0	1
Q18553883	0	0	1	1
Q18553884	0	0	0	1
Q18553885	0	0	1	1
Q18553886	0	0	0	1
Q18553888	0	0	0	1
Q18553889	0	0	0	1
Q18553890	0	0	0	2
Q18553891	0	0	0	1
Q18553893	0	0	0	1
Q18553894	0	0	0	1
Q18553898	0	0	0	1
Q18553900	0	0	0	2
Q18553902	0	0	0	1
Q18553903	0	0	0	2
Q18553904	0	0	1	1
Q18553905	0	0	0	1
Q18553906	0	0	0	1
Q18553908	0	0	0	1
Q18553909	0	0	0	1
Q18553910	0	0	0	1
Q18553911	0	0	0	1
Q18553912	0	0	0	1
Q18553913	0	0	0	2
Q18553914	0	0	0	1
Q18553915	0	0	1	2
Q18553916	0	0	0	3
Q18553918	0	0	0	1
Q18553919	0	0	0	2
Q18553920	0	0	0	1
Q18553921	0	5	0	1
Q18553923	0	0	5	2
Q18553924	0	0	0	2
Q18553925	0	0	0	1
Q18553927	0	0	1	1
Q18553928	0	0	0	1
Q18553929	0	0	1	1
Q18553930	0	0	2	1
Q18553931	0	0	0	1
Q18553934	0	0	0	1
Q18553935	0	0	2	1
Q18553936	0	0	0	1
Q18553937	0	0	0	1
Q18553939	0	0	0	1
Q18553940	14	0	0	1
Q18553941	0	0	0	1
Q18553943	0	0	3	2
Q18553944	0	0	0	2
Q18553945	0	0	0	2
Q18553946	0	0	1	2
Q18553947	0	0	0	1
Q18553948	0	0	0	2
Q18553950	0	0	0	1
Q18553951	0	0	0	2
Q18553952	0	0	0	1
Q18553953	0	0	0	2
Q18553955	0	0	0	2
Q18553956	0	0	0	1
Q18553957	0	0	0	2
Q18553959	0	0	5	2
Q18553960	0	0	0	2
Q18553962	0	0	0	2
Q18553965	0	0	0	1
Q18553966	0	0	1	1
Q18553967	0	0	0	1
Q18553972	0	0	0	1
Q18553978	0	0	0	1
Q18553979	0	0	1	2
Q18553982	2	0	0	1
Q18553983	0	0	0	2
Q18553984	0	0	2	2
Q18553985	0	0	2	1
Q18553987	0	0	0	1
Q18553988	0	0	0	2
Q18553989	0	0	0	1
Q18553990	0	0	3	1
Q18553991	0	0	0	1
Q18553993	1	0	4	1
Q18553994	0	0	0	1
Q18553995	0	0	0	1
Q18553996	0	0	0	1
Q18553997	0	0	0	2
Q18553998	0	0	0	2
Q18553999	0	0	6	2
Q18554000	0	0	0	1
Q18554002	0	0	0	2
Q18554003	0	0	2	1
Q18554007	0	0	0	1
Q18554009	0	0	0	1
Q18554010	0	0	0	1
Q18554011	0	0	0	1
Q18554013	0	0	0	1
Q18554014	0	0	0	1
Q18554015	0	0	2	2
Q18554016	0	0	0	1
Q18554017	0	0	0	1
Q18554018	0	0	0	1
Q18554019	0	0	1	1
Q18554020	0	0	0	1
Q18554021	6	0	3	1
Q18554023	0	0	0	3
Q18554024	0	0	3	1
Q18554026	0	0	4	0
Q18554027	0	0	0	1
Q18554028	0	0	0	1
Q18554029	0	0	0	1
Q18554030	0	0	0	2
Q18554031	0	0	0	1
Q18554033	0	0	0	1
Q18554035	0	0	0	2
Q18554036	0	0	0	1
Q18554037	0	0	0	2
Q18554039	0	0	4	1
Q18554040	0	0	0	2
Q18554041	0	0	0	2
Q18554043	0	0	0	2
Q18554044	0	0	0	1
Q18554045	0	0	0	2
Q18554046	0	0	0	1
Q18554047	0	0	3	1
Q18554048	0	0	1	1
Q18554049	0	0	0	1
Q18554054	0	0	0	1
Q18554055	0	0	0	1
Q18554056	0	0	0	1
Q18554057	0	0	0	1
Q18554058	0	0	0	2
Q18554059	0	0	1	1
Q18554061	0	0	0	1
Q18554064	0	0	5	1
Q18554065	0	0	1	1
Q18554066	0	0	0	2
Q18554068	0	0	2	1
Q18554069	0	0	0	1
Q18554070	0	0	0	3
Q18554071	0	0	0	1
Q18554072	0	0	0	2
Q18554073	0	0	0	2
Q18554074	0	0	8	1
Q18554075	0	0	0	2
Q18554076	0	0	0	2
Q18554077	0	0	0	1
Q18554078	0	0	0	2
Q18554079	0	0	0	2
Q18554080	0	0	0	1
Q18554082	0	0	0	2
Q18554084	0	0	0	1
Q18554085	0	0	0	1
Q18554086	0	0	0	1
Q18554087	0	0	0	1
Q18554088	0	0	8	1
Q18554089	0	0	1	1
Q18554091	0	0	0	2
Q18554092	0	0	0	2
Q18554094	0	0	0	2
Q18554095	0	0	2	2
Q18554096	1	0	3	1
Q18554099	0	0	2	1
Q18554100	0	0	0	1
Q18554101	0	0	0	1
Q18554102	0	0	0	1
Q18554103	0	0	3	1
Q18554105	0	0	0	1
Q18554106	0	0	0	2
Q18554108	0	0	1	1
Q18554109	0	0	0	1
Q18554110	0	0	0	2
Q18554111	0	0	0	1
Q18554113	0	0	3	1
Q18554114	0	0	0	1
Q18554115	0	0	0	1
Q18554116	0	0	4	2
Q18554118	0	0	3	2
Q18554119	1	0	0	2
Q18554121	0	0	0	1
Q18554122	0	0	0	2
Q18554139	0	0	2	1
Q18554140	0	0	0	1
Q18554142	0	0	0	2
Q18554143	0	0	0	2
Q18554144	0	0	0	2
Q18554145	17	0	7	1
Q18554147	0	0	0	1
Q18554150	0	0	6	1
Q18554151	0	0	0	1
Q18554152	0	0	0	1
Q18554158	0	0	0	1
Q18554159	0	0	0	1
Q18554160	0	0	3	1
Q18554161	0	0	0	2
Q18554162	0	0	0	1
Q18554163	0	0	0	1
Q18554164	0	0	0	1
Q18554165	0	0	0	2
Q18554168	0	0	0	2
Q18554169	0	0	0	1
Q18554170	0	0	0	2
Q18554171	0	0	0	1
Q18554172	0	0	0	1
Q18554173	0	0	0	1
Q18554175	0	0	0	2
Q18554178	0	0	0	1
Q18554179	0	0	0	1
Q18554180	0	0	0	2
Q18554181	0	0	0	1
Q18554182	0	0	0	1
Q18554183	0	0	1	2
Q18554185	0	0	0	2
Q18554187	0	0	0	1
Q18554188	0	0	0	2
Q18554189	0	0	0	2
Q18554191	8	0	0	2
Q18554193	0	0	0	2
Q18554194	0	0	0	1
Q18554196	0	0	0	1
Q18554197	0	0	0	1
Q18554198	0	0	0	1
Q18554199	0	0	0	1
Q18554200	0	0	0	2
Q18554201	0	0	1	1
Q18554202	0	0	0	1
Q18554203	0	0	0	1
Q18554205	0	0	7	1
Q18554206	0	0	2	1
Q18554207	0	0	0	2
Q18554208	0	0	0	1
Q18554209	0	0	0	1
Q18554210	0	0	1	2
Q18554211	0	0	5	2
Q18554214	0	0	1	1
Q18554216	0	16	0	1
Q18554218	0	0	0	1
Q18554220	0	0	12	2
Q18554221	0	0	0	2
Q18554222	0	0	0	2
Q18554223	0	0	0	2
Q18554224	0	0	1	2
Q18554226	0	0	0	1
Q18554227	0	0	1	1
Q18554228	0	0	4	1
Q18554229	0	0	0	2
Q18554230	0	0	0	2
Q18554231	0	0	0	2
Q18554234	0	0	0	1
Q18554235	0	0	0	1
Q18554238	0	0	0	1
Q18554239	0	0	0	1
Q18554240	0	0	0	1
Q18554241	0	0	0	1
Q18554242	0	0	0	1
Q18554243	0	0	0	1
Q18554249	0	0	6	1
Q18554251	0	0	0	1
Q18554252	0	0	0	1
Q18554253	0	0	0	1
Q18554255	0	0	0	1
Q18554256	0	0	0	1
Q18554257	0	0	0	1
Q18554258	1	0	0	1
Q18554259	0	0	0	2
Q18554260	0	0	0	1
Q18554261	0	0	0	2
Q18554263	0	0	1	1
Q18554264	0	0	0	1
Q18554265	0	0	1	1
Q18554266	0	0	1	1
Q18554268	0	0	0	1
Q18554272	0	0	1	1
Q18554273	0	0	0	1
Q18554274	0	0	0	1
Q18554275	0	0	0	2
Q18554277	0	0	0	2
Q18554278	0	0	0	1
Q18554279	0	0	0	1
Q18554281	0	0	0	2
Q18554283	0	0	0	2
Q18554284	0	0	0	1
Q18554285	0	0	0	1
Q18554288	0	0	0	1
Q18554289	0	0	0	2
Q18554291	0	0	0	2
Q18554293	0	0	0	2
Q18554294	0	0	0	1
Q18554295	0	0	0	1
Q18554296	0	0	2	1
Q18554298	0	0	0	1
Q18554299	0	0	2	2
Q18554300	0	0	0	1
Q18554301	0	0	1	1
Q18554302	0	0	0	2
Q18554303	0	0	0	1
Q18554304	0	0	0	1
Q18554305	0	0	0	2
Q18554306	0	0	2	2
Q18554307	0	0	0	2
Q18554308	0	0	0	1
Q18554309	0	0	0	2
Q18554310	0	0	0	2
Q18554311	0	0	7	1
Q18554316	0	0	0	1
Q18554318	0	0	0	1
Q18554319	0	0	5	1
Q18554320	0	0	0	1
Q18554321	0	0	1	2
Q18554323	0	0	0	2
Q18554326	0	0	0	1
Q18554327	0	0	1	1
Q18554328	0	0	0	2
Q18554329	0	0	0	2
Q18554330	0	0	0	1
Q18554331	0	0	2	1
Q18554332	0	0	0	1
Q18554333	0	0	1	1
Q18554334	0	0	1	1
Q18554335	0	0	0	1
Q18554337	0	0	0	1
Q18554338	0	0	0	2
Q18554339	0	0	0	1
Q18554340	0	0	3	1
Q18554343	0	0	0	1
Q18554345	0	0	0	1
Q18554346	0	0	2	1
Q18554347	0	0	0	1
Q18554348	0	0	0	1
Q18554349	1	0	2	2
Q18554351	0	0	0	1
Q18554354	0	1	0	1
Q18554356	0	0	0	1
Q18554357	0	0	2	2
Q18554358	0	0	0	2
Q18554359	0	0	1	1
Q18554360	0	0	0	1
Q18554363	0	0	6	1
Q18554366	0	0	0	2
Q18554367	1	0	0	1
Q18554368	0	0	0	2
Q18554369	0	0	0	1
Q18554370	0	0	0	2
Q18554371	0	0	0	1
Q18554372	0	0	1	2
Q18554375	0	0	0	1
Q18554376	0	4	0	1
Q18554377	6	0	0	1
Q18554378	0	0	5	1
Q18554379	0	0	0	1
Q18554383	0	0	0	1
Q18554384	0	0	0	1
Q18554389	0	0	6	1
Q18554395	0	0	1	1
Q18554396	0	0	1	2
Q18554399	0	0	0	1
Q18554400	0	0	0	1
Q18554401	0	0	0	1
Q18554404	0	0	0	3
Q18554405	0	0	0	1
Q18554407	0	0	9	2
Q18554408	0	0	0	1
Q18554409	0	0	0	1
Q18554410	0	0	0	3
Q18554411	0	0	0	2
Q18554412	3	0	0	1
Q18554413	0	0	0	2
Q18554414	0	0	0	1
Q18554415	0	0	0	1
Q18554417	0	0	0	1
Q18554418	0	0	0	1
Q18554419	0	0	0	1
Q18554420	0	0	0	1
Q18554421	0	0	0	1
Q18554422	0	0	0	1
Q18554423	0	0	0	1
Q18554424	0	0	0	1
Q18554425	0	0	0	2
Q18554426	0	0	0	1
Q18554427	0	0	0	3
Q18554429	0	0	1	1
Q18554431	0	0	0	5
Q18554435	0	0	0	2
Q18554436	0	0	0	1
Q18554437	0	0	0	1
Q18554438	0	0	0	1
Q18554439	0	0	0	1
Q18554441	0	0	0	2
Q18554442	0	0	1	1
Q18554444	0	0	0	2
Q18554445	0	0	0	2
Q18554448	0	0	0	1
Q18554449	0	0	1	1
Q18554450	0	0	1	1
Q18554451	0	0	0	3
Q18554452	0	0	1	1
Q18554454	0	0	0	2
Q18554455	0	0	0	2
Q18554456	0	0	0	1
Q18554457	0	0	0	1
Q18554458	0	0	0	1
Q18554459	0	0	0	1
Q18554460	5	0	9	4
Q18554462	0	0	0	1
Q18554463	0	0	0	1
Q18554465	0	0	0	1
Q18554466	0	0	0	1
Q18554467	0	0	0	1
Q18554468	0	0	0	2
Q18554469	0	0	0	1
Q18554470	0	0	0	1
Q18554471	0	0	0	1
Q18554472	0	0	0	1
Q18554475	0	0	0	1
Q18554476	0	0	0	1
Q18554477	0	0	3	2
Q18554478	0	0	0	2
Q18554479	0	0	0	2
Q18554481	0	0	0	1
Q18554483	0	0	0	1
Q18554484	0	0	0	2
Q18554485	0	0	0	2
Q18554486	0	0	0	1
Q18554487	0	0	0	1
Q18554488	0	0	0	1
Q18554489	0	2	0	2
Q18554491	0	0	0	1
Q18554492	0	0	0	1
Q18554493	0	0	0	2
Q18554494	0	0	0	1
Q18554495	0	0	0	1
Q18554496	0	0	0	1
Q18554501	0	0	0	1
Q18554504	0	0	1	1
Q18554505	0	0	0	3
Q18554507	0	0	1	1
Q18554509	0	0	0	2
Q18554511	0	0	0	2
Q18554512	0	0	0	2
Q18554513	0	0	0	2
Q18554514	0	0	0	1
Q18554515	0	0	0	1
Q18554516	0	0	0	1
Q18554517	0	0	0	2
Q18554518	0	0	0	1
Q18554519	0	0	0	2
Q18554520	0	0	0	2
Q18554521	0	0	0	1
Q18554522	0	0	0	1
Q18554523	0	0	1	1
Q18554524	0	0	2	1
Q18554526	0	0	0	1
Q18554527	0	0	0	1
Q18554528	0	0	0	1
Q18554530	0	0	2	1
Q18554531	0	0	1	1
Q18554532	0	0	4	1
Q18554536	0	0	8	1
Q18554537	0	0	0	1
Q18554539	0	0	0	1
Q18554540	0	0	0	2
Q18554542	0	0	1	2
Q18554543	0	0	0	1
Q18554544	0	0	0	2
Q18554545	2	0	1	1
Q18554546	0	0	0	1
Q18554548	0	0	0	1
Q18554549	0	0	0	1
Q18554550	0	0	4	1
Q18554551	0	0	0	1
Q18554552	0	0	0	2
Q18554553	0	0	2	1
Q18554555	0	0	0	1
Q18554556	0	0	1	1
Q18554557	0	0	1	1
Q18554559	0	0	2	1
Q18554560	0	0	0	1
Q18554561	0	0	0	2
Q18554564	0	0	0	1
Q18554565	0	0	3	1
Q18554566	0	0	3	1
Q18554568	0	0	0	3
Q18554569	0	0	0	1
Q18554570	0	0	0	2
Q18554571	0	0	0	2
Q18554572	0	0	0	1
Q18554573	0	0	0	1
Q18554574	0	0	0	1
Q18554575	0	0	0	1
Q18554576	0	0	0	1
Q18554577	0	0	0	1
Q18554578	0	0	0	1
Q18554579	0	0	0	1
Q18554580	0	0	0	2
Q18554581	0	0	0	2
Q18554582	0	0	0	2
Q18554583	0	0	0	2
Q18554584	0	0	0	1
Q18554585	0	0	0	1
Q18554586	0	0	0	3
Q18554587	0	0	1	2
Q18554588	0	0	0	1
Q18554589	0	0	0	1
Q18554591	0	0	0	2
Q18554592	0	0	1	3
Q18554593	0	0	0	2
Q18554594	0	0	0	1
Q18554597	0	0	0	1
Q18554598	0	0	0	1
Q18554599	0	0	0	1
Q18554600	0	0	0	2
Q18554601	0	0	0	1
Q18554603	0	0	2	1
Q18554604	0	0	0	1
Q18554605	0	0	1	1
Q18554606	0	0	0	2
Q18554607	1	0	0	2
Q18554608	0	0	0	2
Q18554610	0	0	0	1
Q18554612	0	0	1	1
Q18554613	0	0	0	1
Q18554614	0	0	0	2
Q18554616	0	0	0	1
Q18554617	0	0	8	1
Q18554618	0	0	0	1
Q18554619	0	0	0	1
Q18554620	0	0	0	1
Q18554621	0	0	1	1
Q18554623	0	0	0	2
