disease_id	DduftC	DgaG	D<soD	Dso>D
Q18554624	0	0	0	1
Q18554625	0	0	1	1
Q18554628	0	0	0	1
Q18554629	0	0	0	1
Q18554630	0	0	0	1
Q18554631	0	0	0	1
Q18554632	0	0	0	2
Q18554635	0	0	6	1
Q18554637	0	0	0	3
Q18554638	0	0	0	2
Q18554639	0	0	0	2
Q18554643	0	0	0	1
Q18554644	0	0	0	1
Q18554645	0	0	0	1
Q18554646	0	0	0	1
Q18554647	0	0	0	3
Q18554648	0	0	0	2
Q18554649	0	0	0	1
Q18554650	0	0	0	1
Q18554651	0	0	2	1
Q18554652	0	0	0	1
Q18554653	9	0	0	2
Q18554654	0	0	0	1
Q18554655	0	0	0	2
Q18554656	0	0	0	1
Q18554657	0	0	17	1
Q18554658	0	0	0	1
Q18554659	0	0	0	1
Q18554660	0	0	0	2
Q18554661	0	0	0	2
Q18554662	0	0	0	1
Q18554663	0	0	0	1
Q18554664	0	0	0	1
Q18554665	0	0	0	1
Q18554667	0	0	0	1
Q18554668	0	0	4	1
Q18554669	0	0	1	1
Q18554670	0	0	0	1
Q18554671	0	0	0	1
Q18554672	10	0	0	1
Q18554674	1	0	0	1
Q18554676	0	0	0	2
Q18554678	0	0	0	1
Q18554679	0	0	0	1
Q18554680	0	0	0	2
Q18554681	0	0	0	1
Q18554682	0	0	0	1
Q18554686	0	0	0	1
Q18554687	0	0	0	1
Q18554688	0	0	0	1
Q18554690	0	0	0	2
Q18554691	0	0	3	1
Q18554692	0	0	0	1
Q18554693	0	0	0	1
Q18554694	0	0	0	1
Q18554696	0	0	0	2
Q18554697	0	0	0	2
Q18554698	0	0	0	2
Q18554699	0	0	0	1
Q18554700	0	0	0	1
Q18554701	0	0	5	1
Q18554702	0	0	0	1
Q18554705	0	0	0	2
Q18554707	0	0	0	1
Q18554708	0	0	0	2
Q18554709	0	0	0	2
Q18554711	0	0	0	1
Q18554712	0	0	0	1
Q18554713	0	0	0	1
Q18554714	0	0	0	1
Q18554715	0	0	0	2
Q18554716	0	0	0	1
Q18554717	0	0	0	1
Q18554718	0	0	0	1
Q18554719	0	0	1	1
Q18554720	0	0	0	1
Q18554721	0	0	0	1
Q18554722	0	0	0	2
Q18554723	0	0	0	1
Q18554724	0	0	0	1
Q18554726	0	0	8	1
Q18554727	0	3	1	1
Q18554728	0	0	0	1
Q18554729	0	0	0	1
Q18554731	0	0	0	2
Q18554732	0	0	0	1
Q18554734	0	0	9	2
Q18554737	0	0	0	1
Q18554738	0	0	0	1
Q18554739	0	0	0	2
Q18554742	0	0	0	1
Q18554743	0	0	0	1
Q18554746	0	0	0	1
Q18554748	0	0	0	1
Q18554749	0	0	0	1
Q18554750	0	0	0	1
Q18554751	0	0	1	1
Q18554753	0	0	1	2
Q18554754	0	0	0	1
Q18554759	0	0	0	1
Q18554761	0	0	0	1
Q18554762	0	0	0	2
Q18554763	0	0	0	1
Q18554764	0	0	0	1
Q18554767	0	0	0	1
Q18554768	0	0	0	1
Q18554769	0	0	0	1
Q18554770	0	0	0	1
Q18554772	0	0	0	2
Q18554773	0	0	0	1
Q18554780	0	0	0	1
Q18554782	0	0	0	1
Q18554783	0	0	0	1
Q18554784	0	0	0	1
Q18554785	0	0	1	1
Q18554786	0	0	0	1
Q18554787	0	0	0	1
Q18554788	0	0	0	2
Q18554789	0	0	0	2
Q18554790	0	0	1	1
Q18554791	0	0	0	2
Q18554792	0	0	0	1
Q18554794	0	0	0	1
Q18554795	0	0	0	1
Q18554796	0	0	3	0
Q18554797	0	0	0	1
Q18554798	0	0	0	2
Q18554799	0	0	0	1
Q18554800	0	0	0	1
Q18554801	0	0	0	1
Q18554806	0	0	0	1
Q18554808	0	0	0	2
Q18554811	0	0	0	2
Q18554814	0	0	0	1
Q18554815	0	0	0	2
Q18554819	0	0	0	1
Q18554821	0	0	4	1
Q18554824	0	0	0	2
Q18554825	0	0	1	1
Q18554826	0	0	1	1
Q18554827	0	0	1	1
Q18554828	0	0	1	2
Q18554829	0	0	4	2
Q18554830	0	0	2	1
Q18554831	0	0	0	2
Q18554832	0	0	0	2
Q18554834	0	0	7	1
Q18554836	0	0	1	1
Q18554837	0	0	0	1
Q18554839	0	0	0	1
Q18554840	0	0	0	1
Q18554841	0	0	1	1
Q18554842	0	0	3	3
Q18554843	0	0	0	1
Q18554844	0	0	0	2
Q18554846	0	0	0	1
Q18554847	0	0	0	2
Q18554848	0	0	0	1
Q18554850	0	0	5	1
Q18554851	0	0	0	1
Q18554852	0	0	0	2
Q18554853	0	0	3	2
Q18554854	0	0	4	1
Q18554855	0	0	1	1
Q18554856	0	0	0	1
Q18554857	0	0	0	1
Q18554858	0	0	2	2
Q18554859	0	0	1	3
Q18554860	0	0	0	2
Q18554861	0	0	1	1
Q18554862	0	0	0	1
Q18554863	0	0	0	1
Q18554864	0	0	0	1
Q18554866	0	0	0	1
Q18554867	0	0	0	1
Q18554868	0	0	5	1
Q18554869	0	0	0	1
Q18554870	0	0	5	1
Q18554871	0	0	1	1
Q18554872	0	0	0	2
Q18554873	0	0	0	1
Q18554874	0	0	0	1
Q18554875	0	0	3	1
Q18554878	0	0	10	1
Q18554881	0	0	0	1
Q18554882	0	0	3	1
Q18554883	0	0	0	1
Q18554884	6	0	3	1
Q18554886	0	0	3	1
Q18554887	0	0	2	1
Q18554888	0	0	0	2
Q18554889	0	0	0	2
Q18554890	0	0	0	2
Q18554892	0	0	0	1
Q18554893	0	0	7	3
Q18554894	0	0	6	1
Q18554896	0	0	0	1
Q18554898	0	0	6	2
Q18554899	0	0	0	1
Q18554900	0	0	0	1
Q18554901	0	0	0	1
Q18554902	0	0	2	2
Q18554903	0	0	0	1
Q18554904	0	0	0	1
Q18554906	0	0	0	3
Q18554907	0	0	2	1
Q18554908	0	0	0	3
Q18554909	1	0	0	1
Q18554910	0	0	8	2
Q18554913	0	0	0	1
Q18554914	0	0	4	2
Q18554916	0	0	0	1
Q18554917	0	0	0	1
Q18554918	0	0	0	2
Q18554919	0	0	14	1
Q18554920	0	0	0	2
Q18554922	0	0	2	1
Q18554923	0	0	1	1
Q18554924	0	0	0	1
Q18554925	0	0	0	2
Q18554927	0	0	0	1
Q18554928	0	0	4	1
Q18554930	0	0	0	2
Q18554931	0	0	1	1
Q18554932	1	0	0	1
Q18554933	0	0	3	2
Q18554934	0	0	0	1
Q18554935	0	0	0	1
Q18554938	0	0	6	1
Q18554942	0	0	4	2
Q18554946	0	0	0	1
Q18554947	0	0	4	1
Q18554948	0	0	5	2
Q18554949	0	0	0	2
Q18554950	0	0	1	2
Q18554951	0	0	0	2
Q18554952	0	0	0	3
Q18554953	0	0	2	1
Q18554955	0	0	3	1
Q18554956	0	0	0	2
Q18554957	0	0	0	2
Q18554958	0	0	3	2
Q18554959	0	0	2	2
Q18554960	0	0	0	1
Q18554961	0	0	4	1
Q18554962	0	0	2	1
Q18554963	0	0	0	1
Q18554965	0	0	1	2
Q18554966	0	0	0	1
Q18554968	0	1	0	1
Q18554970	0	0	0	1
Q18554971	1	0	2	1
Q18554972	0	0	1	1
Q18554974	0	0	0	1
Q18554975	0	0	0	1
Q18554976	0	0	0	1
Q18554977	0	0	0	2
Q18554978	0	0	2	2
Q18554979	0	0	1	1
Q18554980	0	0	2	1
Q18554981	0	0	0	1
Q18554982	0	0	1	1
Q18554983	0	0	0	2
Q18554984	0	0	2	1
Q18554985	0	0	0	1
Q18554986	0	0	1	1
Q18554987	0	0	0	1
Q18554988	0	0	0	1
Q18554990	0	0	1	1
Q18554991	0	0	0	1
Q18554992	0	0	4	2
Q18554993	0	0	5	1
Q18554994	0	0	0	1
Q18554995	0	0	4	2
Q18554997	0	0	6	2
Q18554999	0	0	7	1
Q18555000	0	0	0	2
Q18555001	0	0	3	4
Q18555002	0	0	0	2
Q18555003	0	0	9	2
Q18555004	0	0	0	1
Q18555005	0	0	0	1
Q18555006	0	0	8	1
Q18555007	0	0	1	1
Q18555008	0	0	0	3
Q18555009	0	0	0	1
Q18555010	0	0	0	1
Q18555011	0	0	5	2
Q18555012	0	0	0	2
Q18555013	0	0	0	1
Q18555014	0	0	4	1
Q18555015	0	0	8	1
Q18555016	0	0	0	1
Q18555018	0	0	3	1
Q18555019	0	0	3	1
Q18555020	0	0	5	1
Q18555021	0	0	0	1
Q18555022	0	0	0	1
Q18555023	0	0	1	1
Q18555024	0	0	0	1
Q18555025	0	0	9	1
Q18555026	0	0	0	1
Q18555028	0	0	0	1
Q18555032	1	0	0	1
Q18555033	0	0	0	1
Q18555036	0	0	0	1
Q18555037	1	0	0	1
Q18555038	0	0	0	1
Q18555039	0	0	1	1
Q18555041	0	0	0	5
Q18555042	0	0	0	1
Q18555043	2	0	0	1
Q18555045	0	0	0	1
Q18555046	0	0	7	1
Q18555048	0	0	5	1
Q18555049	0	0	0	3
Q18555051	0	0	0	1
Q18555052	0	0	0	1
Q18555053	0	0	1	1
Q18555054	0	0	0	1
Q18555055	0	0	3	2
Q18555056	0	0	0	1
Q18555057	0	0	4	1
Q18555058	0	0	0	1
Q18555059	0	0	0	1
Q18555060	0	0	1	1
Q18555061	4	0	4	1
Q18555063	1	0	1	2
Q18555065	0	0	1	1
Q18555066	0	0	0	1
Q18555067	0	0	3	1
Q18555068	0	0	4	2
Q18555070	0	0	6	1
Q18555071	0	0	0	1
Q18555072	0	0	0	2
Q18555073	0	0	0	2
Q18555074	0	0	0	1
Q18555075	0	0	0	2
Q18555077	0	0	0	1
Q18555078	0	0	1	1
Q18555079	0	0	2	2
Q18555080	0	0	2	1
Q18555081	0	0	0	2
Q18555083	0	0	0	1
Q18555084	0	0	3	1
Q18555085	12	0	0	2
Q18555086	0	0	1	0
Q18555087	0	0	0	2
Q18555088	0	0	6	2
Q18555090	0	0	10	1
Q18555092	0	0	5	0
Q18555094	5	0	0	2
Q18555095	1	0	0	2
Q18555096	1	0	2	1
Q18555098	0	0	0	1
Q18555100	0	0	0	1
Q18555102	0	0	1	1
Q18555104	0	0	0	3
Q18555105	0	0	2	1
Q18555106	0	0	0	1
Q18555107	0	0	4	2
Q18555108	0	0	0	1
Q18555110	0	0	6	1
Q18555112	0	0	5	1
Q18555113	0	0	1	1
Q18555114	0	0	0	1
Q18555115	0	0	0	2
Q18555116	0	0	2	1
Q18555117	7	0	2	1
Q18555118	0	0	0	3
Q18555119	0	0	0	1
Q18555125	0	0	1	1
Q18555127	0	0	0	1
Q18555128	0	0	6	2
Q18555129	0	0	1	2
Q18555131	0	0	0	1
Q18555132	0	0	4	1
Q18555133	0	0	0	1
Q18555134	0	0	0	1
Q18555135	0	0	0	1
Q18555136	0	0	0	2
Q18555137	0	0	0	2
Q18555138	0	0	3	2
Q18555139	0	0	0	1
Q18555141	0	0	0	1
Q18555142	0	0	1	1
Q18555143	1	0	4	1
Q18555144	0	0	1	1
Q18555145	0	0	0	3
Q18555146	0	0	0	1
Q18555147	0	0	0	1
Q18555148	0	0	3	1
Q18555149	0	0	1	1
Q18555150	0	0	5	1
Q18555151	0	0	0	1
Q18555152	0	0	2	1
Q18555153	0	0	0	1
Q18555154	0	0	1	1
Q18555156	0	0	0	1
Q18555157	0	0	0	2
Q18555158	0	0	0	1
Q18555159	0	0	6	1
Q18555160	0	0	0	1
Q18555161	0	0	3	2
Q18555162	0	0	1	1
Q18555163	0	0	2	1
Q18555164	0	0	0	1
Q18555165	0	0	5	2
Q18555166	0	0	0	1
Q18555167	0	0	0	1
Q18555168	0	0	0	1
Q18555169	0	0	1	1
Q18555170	0	0	2	1
Q18555171	0	0	0	1
Q18555172	0	0	0	3
Q18555173	0	0	6	2
Q18555175	0	0	0	1
Q18555177	0	0	2	1
Q18555181	0	0	0	3
Q18555183	0	0	0	1
Q18555186	0	0	1	1
Q18555187	0	0	0	2
Q18555188	0	0	0	1
Q18555189	0	0	0	1
Q18555190	2	0	0	1
Q18555194	0	0	1	1
Q18555195	0	0	0	2
Q18555196	0	0	0	1
Q18555197	0	0	1	1
Q18555198	0	0	1	2
Q18555204	0	0	0	1
Q18555205	0	0	0	3
Q18555206	0	0	5	1
Q18555207	0	0	0	2
Q18555208	0	0	1	3
Q18555209	0	0	3	1
Q18555210	0	0	0	1
Q18555211	0	0	0	1
Q18555212	0	0	4	1
Q18555213	0	0	0	1
Q18555214	0	0	0	1
Q18555215	0	0	0	1
Q18555220	0	0	0	1
Q18555221	0	0	8	2
Q18555222	4	0	5	2
Q18555223	0	0	1	1
Q18555224	0	0	2	2
Q18555225	0	0	0	1
Q18555229	0	0	0	1
Q18555230	0	0	0	3
Q18555231	0	0	1	1
Q18555232	0	0	0	1
Q18555233	0	0	8	1
Q18555236	0	0	2	2
Q18555237	0	0	0	1
Q18555238	0	0	3	2
Q18555239	0	0	0	1
Q18555240	0	0	2	1
Q18555241	0	0	0	3
Q18555242	0	0	8	1
Q18555243	4	0	0	1
Q18555244	0	0	6	1
Q18555245	0	0	0	2
Q18555247	0	0	0	1
Q18555249	0	0	1	2
Q18555251	0	0	0	1
Q18555253	0	0	0	2
Q18555254	0	0	10	1
Q18555255	0	0	0	1
Q18555257	0	0	0	1
Q18555258	0	0	1	2
Q18555259	0	0	1	1
Q18555260	0	0	0	2
Q18555261	0	0	2	1
Q18555262	0	0	2	4
Q18555263	0	0	1	1
Q18555264	0	0	0	1
Q18555265	0	0	0	3
Q18555266	0	0	0	4
Q18555268	0	0	2	1
Q18555269	0	0	0	1
Q18555270	0	0	7	2
Q18555272	0	0	0	1
Q18555273	0	0	0	2
Q18555274	0	0	6	1
Q18555275	0	0	0	1
Q18555276	0	0	0	1
Q18555277	0	0	0	2
Q18555279	0	0	0	2
Q18555280	0	0	0	1
Q18555281	0	0	1	1
Q18555282	0	0	2	1
Q18555284	0	0	0	1
Q18555285	0	0	3	1
Q18555286	0	0	0	1
Q18555287	0	0	0	1
Q18555289	0	0	0	2
Q18555290	0	0	0	1
Q18555292	0	0	0	1
Q18555293	0	0	0	1
Q18555294	0	0	5	1
Q18555295	0	0	8	3
Q18555296	0	0	2	1
Q18555298	0	0	0	1
Q18555299	0	0	0	3
Q18555300	0	0	6	1
Q18555301	16	0	0	1
Q18555302	16	0	0	1
Q18555303	0	0	0	1
Q18555304	0	0	0	1
Q18555307	14	0	0	1
Q18555308	0	0	0	1
Q18555310	0	0	0	1
Q18555311	0	0	1	1
Q18555312	0	0	8	2
Q18555313	14	0	0	1
Q18555314	0	0	2	1
Q18555315	1	0	19	1
Q18555316	0	0	1	1
Q18555317	0	0	1	1
Q18555318	0	0	0	1
Q18555319	0	0	0	1
Q18555320	0	0	1	2
Q18555321	0	0	0	1
Q18555322	0	0	0	2
Q18555323	0	0	4	2
Q18555324	0	0	0	1
Q18555325	0	0	1	2
Q18555328	0	0	3	1
Q18555329	0	0	0	1
Q18555330	0	0	0	4
Q18555331	0	0	1	1
Q18555333	0	0	0	2
Q18555334	0	0	3	1
Q18555335	0	0	0	2
Q18555336	0	0	0	2
Q18555337	0	0	0	1
Q18555338	0	0	1	1
Q18555339	0	0	0	1
Q18555341	0	0	0	1
Q18555342	0	0	0	1
Q18555343	1	0	0	1
Q18555344	0	0	4	1
Q18555346	0	0	0	1
Q18555348	0	0	1	3
Q18555349	0	0	2	1
Q18555350	0	0	0	2
Q18555351	0	0	1	2
Q18555352	0	0	0	1
Q18555353	0	0	1	2
Q18555354	0	0	0	1
Q18555355	0	0	2	1
Q18555358	0	0	0	1
Q18555359	0	0	0	1
Q18555360	0	0	1	1
Q18555361	0	0	3	4
Q18555362	0	0	0	1
Q18555363	0	0	1	1
Q18555364	0	0	1	1
Q18555365	0	0	0	1
Q18555366	0	0	3	2
Q18555367	0	0	0	1
Q18555368	0	0	1	1
Q18555369	0	0	0	2
Q18555371	0	0	4	1
Q18555374	0	0	2	1
Q18555375	0	0	0	1
Q18555376	0	0	0	1
Q18555380	0	0	0	1
Q18555381	0	0	0	1
Q18555382	0	0	0	1
Q18555383	0	0	0	1
Q18555385	0	0	2	1
Q18555386	0	0	8	1
Q18555387	0	0	0	1
Q18555388	0	0	0	2
Q18555389	0	0	0	1
Q18555390	0	0	0	1
Q18555391	0	0	4	1
Q18555392	0	0	2	1
Q18555393	0	0	2	1
Q18555395	0	0	0	1
Q18555396	0	0	1	1
Q18555397	3	0	3	1
Q18555398	0	0	0	1
Q18555399	0	0	0	1
Q18555400	0	0	1	1
Q18555401	0	0	2	1
Q18555402	0	0	3	1
Q18555403	0	0	0	1
Q18555404	0	0	4	1
Q18555916	0	0	0	1
Q18555918	0	0	11	1
Q18555919	0	0	0	2
Q18555923	0	0	3	1
Q18555924	0	0	0	2
Q18555925	0	0	0	1
Q18555926	0	0	8	1
Q18555927	0	0	4	1
Q18555928	0	0	0	1
Q18555929	0	0	0	1
Q18555931	0	0	0	1
Q18555932	0	0	0	2
Q18555933	0	0	0	2
Q18555934	0	0	3	2
Q18555935	0	0	1	2
Q18555936	0	0	3	2
Q18555938	0	0	0	2
Q18555939	0	0	3	2
Q18555940	1	0	14	1
Q18555942	0	0	0	1
Q18555943	0	2	13	2
Q18555944	0	0	2	1
Q18555946	0	0	11	2
Q18555947	0	0	18	2
Q18555948	0	0	2	2
Q18555949	0	0	4	2
Q18555950	0	0	4	1
Q18555951	0	0	4	1
Q18555952	0	0	0	3
Q18555953	0	0	2	2
Q18555954	0	0	0	2
Q18555956	0	0	5	1
Q18555957	0	0	0	2
Q18555958	0	0	4	2
Q18555959	0	0	0	1
Q18555960	0	0	4	3
Q18555961	0	0	0	2
Q18555962	0	0	0	2
Q18555963	0	0	1	3
Q18555964	0	0	0	1
Q18555965	0	0	0	1
Q18555966	0	0	0	1
Q18555967	0	0	1	1
Q18555968	0	0	1	1
Q18555969	0	0	0	2
Q18555970	0	0	5	1
Q18555974	0	0	4	1
Q18555975	0	0	0	1
Q18555976	0	0	0	1
Q18555977	0	0	0	1
Q18555978	0	0	0	1
Q18555979	0	0	2	2
Q18555981	0	0	0	1
Q18555982	0	0	0	1
Q18555984	0	0	0	1
Q18555985	0	0	0	1
Q18555986	1	0	0	1
Q18555987	0	0	0	1
Q18555988	0	0	0	1
Q18555989	0	0	2	1
Q18555990	0	0	0	1
Q18555991	0	0	0	2
Q18555993	0	0	1	2
Q18555994	0	0	0	2
Q18555995	0	0	0	2
Q18555996	0	0	2	1
Q18555999	0	0	0	1
Q18556000	0	0	0	3
Q18556001	0	0	1	1
Q18556002	1	0	13	2
Q18556004	0	0	0	1
Q18556005	0	0	0	1
Q18556006	0	0	4	2
Q18556007	0	0	0	1
Q18556008	0	0	4	1
Q18556009	0	0	0	5
Q18556010	0	0	1	1
Q18556013	0	0	2	1
Q18556015	0	0	0	2
Q18556016	0	0	0	1
Q18556017	0	0	4	1
Q18556019	0	0	12	1
Q18556020	15	0	6	2
Q18556021	0	0	0	2
Q18556022	0	0	1	3
Q18556023	0	0	3	3
Q18556024	0	0	0	2
Q18556025	0	0	1	3
Q18556026	0	0	0	2
Q18556027	0	0	1	1
Q18556028	0	0	3	2
Q18556029	0	0	1	2
Q18556030	0	0	0	1
Q18556033	0	0	4	1
Q18556034	0	0	5	1
Q18556035	0	0	7	1
Q18556036	0	0	0	1
Q18556037	0	0	0	2
Q18556038	0	0	0	1
Q18556039	0	0	5	2
Q18556040	0	0	0	2
Q18556041	0	0	0	2
Q18556042	0	0	1	1
Q18556043	0	0	0	1
Q18556044	0	0	7	2
Q18556045	0	0	6	2
Q18556046	0	0	0	1
Q18556047	0	0	5	2
Q18556048	0	0	0	1
Q18556049	0	0	0	1
Q18556050	0	0	0	2
Q18556051	0	0	0	1
Q18556052	1	0	2	1
Q18556053	0	0	0	2
Q18556054	0	0	0	1
Q18556055	0	0	2	2
Q18556056	0	0	0	1
Q18556057	0	0	6	1
Q18556058	0	0	0	2
Q18556059	0	6	2	2
Q18556060	0	0	0	1
Q18556061	0	0	1	2
Q18556063	0	0	0	1
Q18556064	0	0	1	2
Q18556069	0	0	0	1
Q18556071	0	0	1	3
Q18556072	0	0	0	3
Q18556073	0	0	1	1
Q18556075	0	0	3	1
Q18556077	0	0	0	1
Q18556078	0	0	0	3
Q18556079	0	0	0	2
Q18556080	0	0	5	1
Q18556081	0	0	0	2
Q18556084	0	0	0	1
Q18556086	0	0	3	1
Q18556087	0	0	3	1
Q18556088	0	0	0	1
Q18556089	0	0	0	1
Q18556090	0	0	1	1
Q18556092	0	0	1	1
Q18556093	0	0	10	2
Q18556095	0	0	0	1
Q18556097	0	0	0	2
Q18556099	0	0	0	1
Q18556100	0	0	0	1
Q18556101	0	0	0	1
Q18556102	0	0	0	1
Q18556103	0	0	0	1
Q18556104	0	0	0	1
Q18556105	0	0	0	2
Q18556106	1	0	3	2
Q18556108	0	0	1	1
Q18556109	0	0	1	2
Q18556110	0	0	6	2
Q18556111	0	0	1	1
Q18556112	0	0	2	2
Q18556113	7	10	4	1
Q18556114	0	0	0	1
Q18556115	0	5	6	2
Q18556116	0	0	3	2
Q18556117	0	0	0	1
Q18556118	0	0	0	1
Q18556119	0	0	0	2
Q18556120	0	0	0	1
Q18556121	0	0	0	1
Q18556122	0	0	0	1
Q18556123	0	0	1	1
Q18556125	0	0	0	1
Q18556126	0	0	4	1
Q18556127	0	0	5	1
Q18556128	1	0	5	2
Q18556129	0	0	0	2
Q18556130	0	0	2	2
Q18556131	5	0	5	2
Q18556133	0	0	0	1
Q18556134	0	0	0	1
Q18556135	0	0	5	1
Q18556137	0	0	2	1
Q18556139	0	0	0	1
Q18556140	0	0	0	1
Q18556141	0	0	4	2
Q18556142	0	0	0	2
Q18556143	0	0	6	1
Q18556144	0	0	0	2
Q18556145	0	0	7	1
Q18556146	0	0	0	1
Q18556147	0	0	0	1
Q18556148	0	0	4	2
Q18556149	0	0	7	2
Q18556150	0	0	0	2
Q18556152	0	0	0	2
Q18556153	0	0	0	1
Q18556154	0	0	0	2
Q18556155	0	0	1	1
Q18556156	0	0	0	1
Q18556157	0	0	0	1
Q18556158	0	0	0	1
Q18556159	0	0	0	1
Q18556160	0	0	0	2
Q18556161	0	0	0	2
Q18556162	0	0	0	1
Q18556163	0	0	0	1
Q18556164	0	0	0	1
Q18556166	0	0	5	1
Q18556167	0	0	2	1
Q18556168	0	0	0	1
Q18556169	0	0	0	2
Q18556170	0	0	0	2
Q18556171	0	0	0	2
Q18556172	0	0	7	2
Q18556173	0	0	0	2
Q18556174	0	0	4	2
Q18556175	0	0	0	2
Q18556176	0	0	3	2
Q18556177	0	0	0	2
Q18556178	0	0	0	2
Q18556179	0	0	0	2
Q18556180	0	0	1	2
Q18556181	0	0	2	2
Q18556182	0	0	0	1
Q18556183	0	0	0	2
Q18556184	0	0	2	2
Q18556185	0	0	0	3
Q18556187	0	0	2	1
Q18556188	0	0	3	1
Q18556189	0	0	5	3
Q18556190	0	0	0	2
Q18556192	0	0	0	1
Q18556193	0	0	1	3
Q18556194	0	0	1	1
Q18556195	0	0	1	1
Q18556197	0	0	0	1
Q18556198	0	0	2	1
Q18556199	0	0	0	2
Q18556200	0	0	3	1
Q18556201	0	0	0	1
Q18556202	0	0	0	1
Q18556203	0	0	0	3
Q18556204	0	0	4	3
Q18556205	0	0	2	1
Q18556206	0	0	11	1
Q18556207	0	0	0	1
Q18556209	0	0	3	1
Q18556210	0	0	2	2
Q18556211	0	0	2	1
Q18556212	0	0	1	1
Q18556213	0	0	1	1
Q18556214	0	0	1	1
Q18556215	0	0	0	1
Q18556216	0	0	0	1
Q18556217	0	0	0	1
Q18556218	0	0	0	3
Q18556219	0	0	0	1
Q18556220	0	0	1	1
Q18556221	0	0	3	1
Q18556223	0	0	2	1
Q18556224	0	0	5	1
Q18556225	0	0	0	1
Q18556226	0	0	0	1
Q18556227	0	0	3	2
Q18556228	0	0	7	1
Q18556229	0	0	7	1
Q18556230	0	0	1	1
Q18556231	0	0	1	1
Q18556232	0	0	0	3
Q18556233	0	0	2	1
Q18556234	0	0	3	1
Q18556238	0	0	3	1
Q18556239	0	0	0	2
Q18556240	0	0	1	2
Q18556241	0	0	2	1
Q18556242	0	0	1	1
Q18556243	0	0	0	1
Q18556244	0	0	5	2
Q18556246	0	0	0	1
Q18556247	0	0	1	1
Q18556249	0	0	6	1
Q18556252	0	0	1	1
Q18556253	0	0	1	1
Q18556255	0	0	0	1
Q18556258	0	0	0	2
Q18556259	0	0	0	1
Q18556260	0	0	0	1
Q18556261	0	0	0	1
Q18556262	0	0	0	2
Q18556263	0	0	3	2
Q18556264	0	0	0	1
Q18556265	0	0	0	1
Q18556266	0	0	2	2
Q18556268	0	0	0	1
Q18556269	0	0	0	1
Q18556270	0	0	0	1
Q18556271	0	0	0	1
Q18556272	0	0	0	2
Q18556273	0	0	0	1
Q18556274	0	0	0	2
Q18556275	0	0	0	1
Q18556276	0	0	0	1
Q18556277	0	0	1	1
Q18556278	0	0	1	2
Q18556280	0	0	0	1
Q18556281	0	0	0	1
Q18556284	0	0	0	1
Q18556285	0	0	0	1
Q18556287	0	0	0	1
Q18556288	0	0	0	2
Q18556289	0	0	2	3
Q18556290	0	0	1	1
Q18556291	0	0	0	1
Q18556292	0	0	2	1
Q18556293	0	0	0	2
Q18556294	0	0	0	1
Q18556295	0	0	0	1
Q18556300	0	0	3	1
Q18556301	0	0	0	1
Q18556302	0	0	0	1
Q18556303	0	0	1	5
Q18556304	0	0	0	1
Q18556305	0	0	0	1
Q18556306	0	0	0	1
Q18556307	0	0	0	1
Q18556308	0	0	0	1
Q18556309	0	0	0	1
Q18556310	0	0	0	2
Q18556313	0	0	0	1
Q18556314	0	0	0	1
Q18556317	0	0	0	1
Q18556318	0	0	2	1
Q18556319	0	0	0	2
Q18556320	0	0	0	1
Q18556321	0	0	1	1
Q18556323	0	0	1	3
Q18556324	0	0	0	2
Q18556325	0	0	2	1
Q18556326	0	0	7	1
Q18556328	0	0	7	1
Q18556329	0	0	0	1
Q18556331	1	0	0	1
Q18556333	0	0	3	2
Q18556334	0	0	0	2
Q18556335	0	0	4	1
Q18556336	0	0	0	1
Q18556338	0	0	0	1
Q18556340	0	0	0	1
Q18556342	0	0	2	1
Q18556343	0	0	0	1
Q18556345	0	0	0	1
Q18556346	0	0	0	1
Q18556347	0	0	0	1
Q18556348	0	0	0	1
Q18556350	0	0	0	1
Q18556352	0	0	3	1
Q18556354	0	0	0	2
Q18556355	0	0	0	1
Q18556356	0	0	0	2
Q18556357	0	0	0	2
Q18556358	0	0	0	1
Q18556359	0	0	0	2
Q18556361	0	0	0	2
Q18556362	0	0	1	2
Q18556363	0	0	0	2
Q18556364	0	0	0	1
Q18556365	0	0	1	1
Q18556366	0	0	0	4
Q18556368	0	0	0	2
Q18556369	0	0	0	2
Q18556370	0	0	0	2
Q18556374	0	0	0	2
Q18556375	0	0	0	1
Q18556376	0	0	0	1
Q18556377	0	0	0	2
Q18556378	0	0	4	1
Q18556379	0	0	0	1
Q18556380	0	0	2	1
Q18556381	0	0	2	1
Q18556382	0	0	0	2
Q18556383	0	0	0	1
Q18556384	0	0	0	1
Q18556385	0	0	5	2
Q18556386	0	0	0	2
Q18556387	0	0	0	1
Q18556388	0	0	0	1
Q18556389	0	0	0	3
Q18556390	0	0	0	1
Q18556391	0	0	0	1
Q18556392	0	0	0	1
Q18556393	0	0	0	1
Q18556394	0	0	1	1
Q18556395	0	0	0	1
Q18556396	0	0	3	2
Q18556397	0	0	2	2
Q18556399	0	0	0	1
Q18556400	0	0	11	1
Q18556401	0	0	0	1
Q18556403	0	0	0	1
Q18556404	0	0	0	2
Q18556405	0	0	0	1
Q18556407	0	0	0	1
Q18556408	0	0	1	1
Q18556409	0	0	0	1
Q18556410	0	0	0	1
Q18556411	0	0	0	1
Q18556412	0	0	4	2
Q18556413	2	0	0	1
Q18556414	0	0	0	1
Q18556415	0	0	0	1
