compound_id	CduftD	CpiwP	CsdiC	C<hpC	C<ioC	Chp>C	Cio>C
Q174259	1	0	37	0	0	0	0
Q17442903	0	0	0	0	0	1	0
Q17443531	0	0	0	0	0	1	0
Q17447352	0	0	0	0	0	1	0
Q17455907	0	0	0	0	0	1	0
Q17462447	0	0	0	0	0	1	0
Q174723	0	1	0	0	0	0	0
Q174727	0	0	0	0	0	1	0
Q1747559	1	7	38	0	0	0	0
Q1747583	0	0	0	0	0	1	0
Q17488178	0	0	0	0	0	1	0
Q17488706	0	0	0	0	0	2	0
Q17488712	0	0	0	0	0	2	0
Q17488721	0	0	0	0	0	2	0
Q17488722	0	0	0	0	0	1	0
Q17494976	0	0	0	0	0	2	0
Q17495006	0	0	0	0	0	2	0
Q1749609	3	2	1	0	0	0	0
Q1752915	2	5	0	0	0	0	0
Q17549712	0	0	0	0	0	1	0
Q17562755	0	0	0	0	0	1	0
Q17562757	0	0	0	0	0	1	0
Q17562759	0	0	0	0	0	1	0
Q17562760	0	0	0	0	0	1	0
Q17563002	0	0	0	0	0	1	0
Q17563004	0	0	0	0	0	1	0
Q17563007	0	0	0	0	0	1	0
Q17563009	0	0	0	0	0	1	0
Q17563012	0	0	0	0	0	1	0
Q1758380	3	0	0	0	0	0	0
Q175901	3	0	0	0	0	0	0
Q176301	2	0	0	0	0	0	0
Q1765041	0	0	0	0	0	1	0
Q177094	0	1	0	0	0	0	0
Q17749247	0	0	0	0	0	1	0
Q17749250	0	0	0	0	0	1	0
Q17749522	0	0	0	0	0	1	0
Q17749529	0	0	0	0	0	1	0
Q17749533	0	0	0	0	0	1	0
Q17749536	0	0	0	0	0	1	0
Q17749540	0	0	0	0	0	1	0
Q177811	0	0	0	0	9	0	0
Q178450	0	5	0	0	0	0	0
Q178566	2	0	0	0	0	0	0
Q179452	2	1	5	0	0	2	0
Q179518	0	0	0	0	0	1	0
Q179619	0	0	0	0	0	1	0
Q179731	4	0	0	0	0	0	0
Q179996	1	1	42	0	0	0	0
Q18002870	0	0	0	0	0	1	0
Q18002872	0	0	0	0	0	1	0
Q18002874	0	0	0	0	0	1	0
Q18002891	0	0	0	0	0	1	0
Q18002898	0	0	0	0	0	1	0
Q18002958	0	0	0	0	0	1	0
Q18002993	0	2	0	0	0	0	0
Q18009064	0	0	0	0	0	1	0
Q180341	1	0	0	0	0	0	0
Q1804824	0	1	0	0	0	0	0
Q180623	0	5	0	0	0	0	0
Q18086400	0	0	0	0	0	1	0
Q18086439	0	0	0	0	0	1	0
Q18086441	0	0	0	0	0	1	0
Q18086658	0	0	0	0	0	1	0
Q180912	0	3	0	0	0	0	0
Q180983	3	0	0	0	0	0	0
Q181003	0	3	0	0	0	0	0
Q181136	0	0	0	0	1	0	0
Q1811789	0	0	0	0	0	1	0
Q18129538	0	0	0	0	0	1	0
Q181354	1	0	0	0	0	0	0
Q181559	0	1	0	0	0	0	0
Q18170415	0	0	0	0	0	1	0
Q18170423	0	0	0	0	0	1	0
Q18170459	0	0	0	0	0	1	0
Q1819	0	0	0	4	0	0	0
Q18201413	0	0	0	0	0	1	0
Q18201462	0	0	0	0	0	1	0
Q18201466	0	0	0	0	0	1	0
Q18203024	0	0	0	0	0	1	0
Q18203026	0	0	0	0	0	1	0
Q18203066	0	0	0	0	0	1	0
Q18204169	0	0	0	0	0	1	0
Q18204485	0	0	0	0	0	1	0
Q18206601	0	0	0	0	1	0	0
Q18211408	0	0	0	0	0	1	0
Q18211435	0	0	0	0	0	2	0
Q18211437	0	0	0	0	0	1	0
Q18211439	0	0	0	0	0	2	0
Q18211440	0	0	0	0	0	1	0
Q18211442	0	0	0	0	0	2	0
Q18211444	0	0	0	0	0	1	0
Q18211445	0	0	0	0	0	2	0
Q18211446	0	0	0	0	0	2	0
Q18211450	0	0	0	0	0	1	0
Q18211466	0	0	0	0	0	2	0
Q18211468	0	0	0	0	0	1	0
Q18211470	0	0	0	0	0	1	0
Q18211472	0	0	0	0	0	1	0
Q18211477	0	0	0	0	0	1	0
Q18211479	0	0	0	0	0	1	0
Q18211493	0	0	0	0	0	1	0
Q18211495	0	0	0	0	0	1	0
Q18211497	0	0	0	0	0	1	0
Q18211503	0	0	0	0	0	1	0
Q18211507	0	0	0	0	0	1	0
Q18211508	0	0	0	0	0	2	0
Q18211510	0	0	0	0	0	2	0
Q18211516	0	0	0	0	0	1	0
Q18211518	0	0	0	0	0	2	0
Q18211520	0	0	0	0	0	1	0
Q18211535	0	0	0	0	0	1	0
Q18211537	0	0	0	0	0	1	0
Q18211539	0	0	0	0	0	2	0
Q18211540	0	0	0	0	0	2	0
Q18211543	0	0	0	0	0	1	0
Q18211552	0	0	0	0	0	2	0
Q18211575	0	0	0	0	0	1	0
Q18211576	0	0	0	0	0	1	0
Q18211578	0	0	0	0	0	1	0
Q18211583	0	1	0	0	0	0	0
Q18211586	0	0	0	0	0	1	0
Q18211590	0	0	0	0	0	1	0
Q18211592	0	0	0	0	0	1	0
Q18211595	0	0	0	0	0	1	0
Q18211597	0	0	0	0	0	1	0
Q18211607	0	0	0	0	0	1	0
Q18211609	0	0	0	0	0	1	0
Q18211611	0	0	0	0	0	1	0
Q18211613	0	0	0	0	0	1	0
Q18211615	0	0	0	0	0	1	0
Q18211621	0	0	0	0	0	1	0
Q18211624	0	0	0	0	0	1	0
Q18211626	0	0	0	0	0	1	0
Q18211629	0	0	0	0	0	1	0
Q18211634	0	0	0	0	0	1	0
Q18211659	0	0	0	0	0	1	0
Q18211663	0	0	0	0	0	1	0
Q18211696	0	0	0	0	0	1	0
Q18211712	0	0	0	0	0	1	0
Q18211726	0	0	0	0	0	1	0
Q18211728	0	0	0	0	0	1	0
Q18211730	0	0	0	0	0	1	0
Q18211735	0	0	0	0	0	1	0
Q18211737	0	0	0	0	0	1	0
Q18211766	0	0	0	0	0	1	0
Q18211795	0	0	0	0	0	1	0
Q18211797	0	0	0	0	0	1	0
Q18211801	0	0	0	0	0	1	0
Q18211802	0	0	0	0	0	1	0
Q18211819	0	0	0	0	0	1	0
Q18211821	0	0	0	0	0	1	0
Q18211823	0	0	0	0	0	1	0
Q18211825	0	0	0	0	0	1	0
Q18211826	0	0	0	0	0	1	0
Q18211828	0	0	0	0	0	1	0
Q18211831	0	0	0	0	0	1	0
Q18211834	0	0	0	0	0	2	0
Q18211836	0	0	0	0	0	1	0
Q18211846	0	0	0	0	0	1	0
Q18211848	0	0	0	0	0	1	0
Q18211852	0	0	0	0	0	1	0
Q18211859	0	0	0	0	0	1	0
Q18211864	0	0	0	0	0	1	0
Q18211865	0	0	0	0	0	1	0
Q18211868	0	0	0	0	0	1	0
Q18211869	0	0	0	0	0	1	0
Q18211874	0	0	0	0	0	1	0
Q18211875	0	0	0	0	0	1	0
Q18211878	0	0	0	0	0	1	0
Q18211881	0	0	0	0	0	1	0
Q18211882	0	0	0	0	0	1	0
Q18211888	0	0	0	0	0	2	0
Q18211889	0	0	0	0	0	1	0
Q18211890	0	0	0	0	0	1	0
Q18211891	0	0	0	0	0	2	0
Q18211893	0	0	0	0	0	1	0
Q18211895	0	0	0	0	0	2	0
Q18211896	0	0	0	0	0	1	0
Q18211898	0	0	0	0	0	1	0
Q18211900	0	0	0	0	0	1	0
Q18211901	0	0	0	0	0	1	0
Q18211903	0	0	0	0	0	1	0
Q18211904	0	0	0	0	0	2	0
Q18211905	0	0	0	0	0	2	0
Q18211906	0	0	0	0	0	1	0
Q18211907	0	0	0	0	0	1	0
Q18211908	0	0	0	0	0	1	0
Q18211909	0	0	0	0	0	1	0
Q18211910	0	0	0	0	0	1	0
Q18211911	0	0	0	0	0	1	0
Q18211912	0	0	0	0	0	1	0
Q18211913	0	0	0	0	0	1	0
Q18211914	0	0	0	0	0	2	0
Q18211915	0	0	0	0	0	2	0
Q18211916	0	0	0	0	0	2	0
Q18211917	0	0	0	0	0	1	0
Q18211918	0	0	0	0	0	1	0
Q18211921	0	0	0	0	0	1	0
Q18211922	0	0	0	0	0	1	0
Q18211923	0	0	0	0	0	1	0
Q18211924	0	0	0	0	0	1	0
Q18211925	0	0	0	0	0	2	0
Q18211926	0	0	0	0	0	1	0
Q18211927	0	0	0	0	0	1	0
Q18211928	0	0	0	0	0	2	0
Q18211929	0	0	0	0	0	3	0
Q18211930	0	0	0	0	0	1	0
Q18211931	0	0	0	0	0	2	0
Q18211932	0	0	0	0	0	1	0
Q18211933	0	0	0	0	0	1	0
Q18211934	0	0	0	0	0	2	0
Q18211935	0	0	0	0	0	2	0
Q18211937	0	0	0	0	0	1	0
Q18211938	0	0	0	0	0	1	0
Q18211939	0	0	0	0	0	2	0
Q18211940	0	0	0	0	0	2	0
Q18211941	0	0	0	0	0	1	0
Q18211942	0	0	0	0	0	2	0
Q18211943	0	0	0	0	0	1	0
Q18211944	0	0	0	0	0	1	0
Q18211945	0	0	0	0	0	1	0
Q18211946	0	0	0	0	0	1	0
Q18211947	0	0	0	0	0	1	0
Q18211948	0	0	0	0	0	1	0
Q18211949	0	0	0	0	0	1	0
Q18211950	0	0	0	0	0	1	0
Q18211951	0	0	0	0	0	1	0
Q18211952	0	0	0	0	0	1	0
Q18211953	0	0	0	0	0	1	0
Q18211954	0	0	0	0	0	1	0
Q18211955	0	0	0	0	0	1	0
Q18211956	0	0	0	0	0	1	0
Q18211957	0	0	0	0	0	1	0
Q18211958	0	0	0	0	0	1	0
Q18211959	0	0	0	0	0	1	0
Q18211960	0	0	0	0	0	2	0
Q18211961	0	0	0	0	0	1	0
Q18211962	0	0	0	0	0	1	0
Q18211963	0	0	0	0	0	1	0
Q18211964	0	0	0	0	0	1	0
Q18211965	0	0	0	0	0	1	0
Q18211966	0	0	0	0	0	1	0
Q18211967	0	0	0	0	0	2	0
Q18211968	0	0	0	0	0	2	0
Q18211969	0	0	0	0	0	1	0
Q18211980	0	0	0	0	0	1	0
Q18211981	0	0	0	0	0	2	0
Q18211982	0	0	0	0	0	2	0
Q18211983	0	0	0	0	0	2	0
Q18211984	0	0	0	0	0	1	0
Q18211985	0	0	0	0	0	1	0
Q18211986	0	0	0	0	0	1	0
Q18211987	0	0	0	0	0	1	0
Q18211988	0	0	0	0	0	1	0
Q18211990	0	0	0	0	0	1	0
Q18211991	0	0	0	0	0	1	0
Q18211992	0	0	0	0	0	1	0
Q18211993	0	0	0	0	0	2	0
Q18211994	0	0	0	0	0	2	0
Q18211995	0	0	0	0	0	2	0
Q18211996	0	0	0	0	0	1	0
Q18211997	0	0	0	0	0	1	0
Q18211998	0	0	0	0	0	1	0
Q18211999	0	0	0	0	0	1	0
Q18212000	0	0	0	0	0	2	0
Q18212001	0	0	0	0	0	1	0
Q18212003	0	0	0	0	0	1	0
Q18212007	0	0	0	0	0	1	0
Q18212008	0	0	0	0	0	1	0
Q18212009	0	0	0	0	0	2	0
Q18212010	0	0	0	0	0	1	0
Q18212011	0	0	0	0	0	1	0
Q18212012	0	0	0	0	0	1	0
Q18212013	0	0	0	0	0	1	0
Q18212015	0	0	0	0	0	1	0
Q18212016	0	0	0	0	0	1	0
Q18212017	0	0	0	0	0	1	0
Q18212018	0	0	0	0	0	1	0
Q18212019	0	0	0	0	0	1	0
Q18212022	0	0	0	0	0	1	0
Q18212023	0	0	0	0	0	1	0
Q18212024	0	0	0	0	0	1	0
Q18212025	0	0	0	0	0	1	0
Q18212028	0	0	0	0	0	1	0
Q18212029	0	0	0	0	0	1	0
Q18212030	0	0	0	0	0	1	0
Q18212031	0	0	0	0	0	2	0
Q18212033	0	0	0	0	0	1	0
Q18212034	0	0	0	0	0	1	0
Q18212035	0	0	0	0	0	1	0
Q18212037	0	0	0	0	0	1	0
Q18212038	0	0	0	0	0	1	0
Q18212039	0	0	0	0	0	1	0
Q18212040	0	0	0	0	0	1	0
Q18212041	0	0	0	0	0	1	0
Q18212042	0	0	0	0	0	1	0
Q18212044	0	0	0	0	0	1	0
Q18212045	0	0	0	0	0	2	0
Q18212046	0	0	0	0	0	1	0
Q18212047	0	0	0	0	0	1	0
Q18212048	0	0	0	0	0	1	0
Q18212049	0	0	0	0	0	1	0
Q18212050	0	0	0	0	0	1	0
Q18212051	0	0	0	0	0	1	0
Q18212052	0	0	0	0	0	1	0
Q18212053	0	0	0	0	0	1	0
Q18212056	0	0	0	0	0	1	0
Q18212057	0	0	0	0	0	1	0
Q18212058	0	0	0	0	0	1	0
Q18212059	0	0	0	0	0	2	0
Q18212060	0	0	0	0	0	1	0
Q18212064	0	0	0	0	0	1	0
Q18212066	0	0	0	0	0	1	0
Q18212067	0	0	0	0	0	1	0
Q18212068	0	0	0	0	0	1	0
Q18212070	0	0	0	0	0	1	0
Q18212073	0	0	0	0	0	1	0
Q18212074	0	0	0	0	0	1	0
Q18212076	0	0	0	0	0	1	0
Q18212081	0	0	0	0	0	2	0
Q18212084	0	0	0	0	0	1	0
Q18212088	0	0	0	0	0	1	0
Q18212090	0	0	0	0	0	1	0
Q18212108	0	0	0	0	0	1	0
Q18212109	0	0	0	0	0	1	0
Q18212110	0	0	0	0	0	2	0
Q18212114	0	0	0	0	0	1	0
Q18212118	0	0	0	0	0	1	0
Q18212120	0	0	0	0	0	1	0
Q18212121	0	0	0	0	0	1	0
Q18212124	0	0	0	0	0	1	0
Q18212127	0	0	0	0	0	1	0
Q18212128	0	0	0	0	0	1	0
Q18212129	0	0	0	0	0	1	0
Q18212130	0	0	0	0	0	1	0
Q18212131	0	0	0	0	0	1	0
Q18212136	0	0	0	0	0	2	0
Q18212141	0	0	0	0	0	1	0
Q18212142	0	0	0	0	0	1	0
Q18212143	0	0	0	0	0	1	0
Q18212144	0	0	0	0	0	1	0
Q18212146	0	0	0	0	0	2	0
Q18212147	0	0	0	0	0	1	0
Q18212148	0	0	0	0	0	1	0
Q18212151	0	0	0	0	0	1	0
Q18212152	0	0	0	0	0	1	0
Q18212153	0	0	0	0	0	1	0
Q18212155	0	0	0	0	0	1	0
Q18212156	0	0	0	0	0	1	0
Q18212158	0	0	0	0	0	1	0
Q18212159	0	0	0	0	0	1	0
Q18212160	0	0	0	0	0	1	0
Q18212162	0	0	0	0	0	1	0
Q18212168	0	0	0	0	0	1	0
Q18212170	0	0	0	0	0	1	0
Q18212179	0	0	0	0	0	1	0
Q18212180	0	0	0	0	0	1	0
Q18212183	0	0	0	0	0	2	0
Q18212185	0	0	0	0	0	1	0
Q18212188	0	0	0	0	0	1	0
Q18212190	0	0	0	0	0	2	0
Q18212191	0	0	0	0	0	1	0
Q18212208	0	0	0	0	0	1	0
Q18212210	0	0	0	0	0	1	0
Q18212211	0	0	0	0	0	1	0
Q18212215	0	0	0	0	0	1	0
Q18212216	0	0	0	0	0	1	0
Q18212217	0	0	0	0	0	1	0
Q18212223	0	0	0	0	0	1	0
Q18212225	0	0	0	0	0	1	0
Q18212227	0	0	0	0	0	1	0
Q18212232	0	0	0	0	0	1	0
Q18212242	0	0	0	0	0	1	0
Q18212246	0	0	0	0	0	2	0
Q18212248	0	0	0	0	0	2	0
Q18212250	0	0	0	0	0	2	0
Q18216	5	3	0	0	0	0	0
Q182168	0	0	0	0	1	0	0
Q18220870	0	0	0	0	0	1	0
Q18220915	0	0	0	0	0	1	0
Q18228246	0	0	0	0	0	2	0
Q18228386	0	0	0	0	0	1	0
Q18234760	0	0	0	0	0	1	0
Q18243187	0	0	0	0	0	1	0
Q182849	0	0	0	0	0	1	0
Q1832	0	0	0	11	0	0	0
Q18344027	0	4	0	0	0	0	0
Q18344124	0	5	0	0	0	0	0
Q18355303	0	2	0	0	0	0	0
Q183554	1	0	0	0	0	0	0
Q18386454	0	1	0	0	0	0	0
Q18388936	0	1	0	0	0	0	0
Q18394103	0	4	0	0	0	0	0
Q18399451	0	0	0	0	0	1	0
Q18400166	0	0	0	0	0	1	0
Q18401832	0	0	0	0	0	1	0
Q18405343	0	0	0	0	0	1	0
Q18405346	0	0	0	0	0	1	0
Q18405475	0	0	0	0	0	1	0
Q18405535	0	0	0	0	0	1	0
Q18405968	0	0	0	0	0	1	0
Q18406965	0	0	0	0	0	1	0
Q18407753	0	0	0	0	0	1	0
Q18409359	0	0	0	0	0	1	0
Q18409591	0	0	0	0	0	1	0
Q1843	0	0	0	28	0	0	0
Q184564	0	1	0	0	0	0	0
Q184630	1	0	0	0	0	0	0
Q185006	0	0	0	0	0	1	0
Q185076	0	0	0	1	0	0	0
Q1851162	1	0	0	0	0	0	0
Q1851701	4	0	0	0	0	0	0
Q185253	0	5	0	0	0	0	0
Q1853	0	0	0	4	0	0	0
Q18590293	0	0	0	0	0	1	0
Q18590308	0	0	0	0	0	1	0
Q18590312	0	0	0	0	0	1	0
Q18590316	0	0	0	0	0	1	0
Q18590317	0	0	0	0	0	1	0
Q18590444	0	0	0	0	0	1	0
Q18590457	0	0	0	0	0	1	0
Q186127	10	0	0	0	0	0	0
Q186242	0	7	0	0	0	0	0
Q18649579	0	0	0	0	0	1	0
Q18649581	0	0	0	0	0	1	0
Q18649666	0	0	0	0	0	1	0
Q18649669	0	0	0	0	0	1	0
Q186600	0	0	0	0	0	1	0
Q186969	8	4	1	0	0	0	0
Q187045	1	0	0	0	0	0	0
Q1872	0	0	0	10	0	0	0
Q18746342	0	1	0	0	0	0	0
Q18747564	0	0	0	0	0	1	0
Q18747580	0	0	0	0	0	1	0
Q18747593	0	0	0	0	0	1	0
Q18747599	0	0	0	0	0	1	0
Q188543	0	0	0	1	0	0	0
Q1890796	4	0	0	0	0	0	0
Q18936	3	1	0	0	0	0	0
Q18939	8	0	0	0	0	0	0
Q189522	2	2	0	0	0	0	0
Q190012	1	7	0	0	0	0	0
Q190067	1	9	0	0	0	0	0
Q190077	0	0	0	0	0	1	0
Q190143	0	1	0	0	0	0	0
Q190227	0	0	0	0	0	1	0
Q1907109	0	3	0	0	0	0	0
Q190865	0	0	0	0	0	0	1
Q190875	9	2	0	0	0	0	0
Q190901	0	0	0	0	0	1	0
Q191521	1	5	0	0	0	0	0
Q191924	3	0	5	0	0	0	0
Q1921479	0	0	0	0	0	1	0
Q192423	1	0	0	0	0	0	0
Q192430	2	0	0	0	0	0	0
Q192464	1	0	0	0	0	0	0
Q192470	0	0	0	0	0	2	0
Q192471	2	0	0	0	0	0	0
Q192717	5	0	0	0	0	0	0
Q19279669	0	0	0	0	0	0	1
Q193045	5	0	0	0	0	0	0
Q193166	1	0	0	0	0	0	0
Q193213	0	6	0	0	0	0	0
Q193572	5	1	0	0	0	0	0
Q19365941	0	0	0	0	0	1	0
Q19365963	0	0	0	0	0	1	0
Q19365965	0	0	0	0	0	1	0
Q19366023	0	0	0	0	0	1	0
Q19366031	0	0	0	0	0	1	0
Q19366040	0	0	0	0	0	1	0
Q19366065	0	0	0	0	0	1	0
Q193978	0	1	0	0	0	0	0
Q19414	0	0	0	0	2	0	0
Q19484	0	3	0	0	0	0	0
Q194974	1	1	0	0	0	0	0
Q195035	0	0	0	0	0	1	0
Q19521743	0	0	0	0	0	1	0
Q19521747	0	0	0	0	0	1	0
Q19521749	0	0	0	0	0	1	0
Q19521755	0	0	0	0	0	1	0
Q19595872	0	0	0	0	0	1	0
Q19595873	0	0	0	0	0	1	0
Q19595874	0	0	0	0	0	1	0
Q19595875	0	0	0	0	0	1	0
Q19595876	0	0	0	0	0	1	0
Q19595877	0	0	0	0	0	1	0
Q19595878	0	0	0	0	0	1	0
Q19596315	0	4	0	0	0	0	0
Q19596938	0	1	0	0	0	0	0
Q19597008	0	8	0	0	0	0	0
Q19597241	0	1	0	0	0	0	0
Q19597366	0	2	0	0	0	0	0
Q19597516	0	5	0	0	0	0	0
Q19598139	0	1	0	0	0	0	0
Q19606345	0	0	0	0	2	0	0
Q19613217	0	0	0	0	0	2	0
Q19613219	0	0	0	0	0	2	0
Q19613221	0	0	0	0	0	1	0
Q19613223	0	0	0	0	0	2	0
Q19613282	0	0	0	0	0	1	0
Q19613333	0	0	0	0	0	1	0
Q19613966	0	0	0	0	0	1	0
Q19614430	0	0	0	0	0	1	0
Q19614431	0	0	0	0	0	1	0
Q19614432	0	0	0	0	0	1	0
Q19614438	0	0	0	0	0	1	0
Q19614441	0	0	0	0	0	1	0
Q19614442	0	0	0	0	0	1	0
Q19614445	0	0	0	0	0	1	0
Q19614446	0	0	0	0	0	1	0
Q19614464	0	0	0	0	0	1	0
Q19614465	0	0	0	0	0	2	0
Q19614801	0	0	0	0	0	1	0
Q19614804	0	0	0	0	0	2	0
Q19614805	0	0	0	0	0	2	0
Q19614809	0	0	0	0	0	1	0
Q19614813	0	0	0	0	0	1	0
Q19614944	0	0	0	0	0	2	0
Q19614948	0	0	0	0	0	1	0
Q19614950	0	0	0	0	0	2	0
Q19614955	0	0	0	0	0	1	0
Q19614993	0	0	0	0	0	1	0
Q19614998	0	0	0	0	0	2	0
Q19615000	0	0	0	0	0	2	0
Q19615007	0	0	0	0	0	1	0
Q19615023	0	0	0	0	0	1	0
Q19616215	0	0	0	0	0	1	0
Q1966236	0	0	0	0	0	1	0
Q196661	0	0	0	0	0	1	0
Q1969116	0	0	0	0	0	1	0
Q1969751	0	0	0	0	0	1	0
Q19742286	0	0	0	0	0	2	0
Q19742308	0	0	0	0	0	1	0
Q19742315	0	0	0	0	0	1	0
Q19743870	0	0	0	0	0	1	0
Q19756552	0	0	0	0	0	1	0
Q1977472	0	0	0	0	0	1	0
Q1977479	0	0	0	0	0	1	0
Q1977868	0	0	0	0	0	1	0
Q1977871	0	0	0	0	0	1	0
Q1977872	0	0	0	0	0	1	0
Q1977874	0	0	0	0	0	1	0
Q1977879	0	0	0	0	0	1	0
Q1977880	0	0	0	0	0	1	0
Q1977882	0	0	0	0	0	1	0
Q1977884	0	0	0	0	0	1	0
Q1977886	0	0	0	0	0	1	0
Q19819590	0	0	0	0	0	1	0
Q198371	0	1	0	0	0	0	0
Q198473	0	1	0	0	0	0	0
Q198504	2	0	1	0	0	0	0
Q1985595	0	0	0	0	0	1	0
Q19856779	4	0	0	0	0	0	0
Q198728	0	4	0	0	0	0	0
Q1988832	1	1	0	0	0	0	0
Q1989071	4	0	0	0	0	0	0
Q19903515	0	2	0	0	0	0	0
Q19903833	0	1	0	0	0	0	0
Q19904062	0	1	0	0	0	0	0
Q19904197	0	0	0	0	0	1	0
Q19904198	0	0	0	0	0	1	0
Q1992452	0	1	0	0	0	0	0
Q1992653	0	1	0	0	0	0	0
Q1996756	0	1	0	0	0	0	0
Q199877	0	0	0	1	0	0	0
Q2001841	0	0	0	1	0	0	0
Q20035886	0	0	0	1	0	0	0
Q20035962	0	0	0	1	0	0	0
Q2008962	0	0	0	0	0	1	0
Q201090	0	1	0	0	0	0	0
Q2012159	0	0	0	0	0	1	0
Q201370	0	1	0	0	0	0	0
Q2013712	0	4	0	0	0	0	0
Q2014070	0	3	0	0	0	0	0
Q2014797	0	2	1	0	0	0	0
Q2015243	0	0	0	0	0	1	0
Q20165305	0	0	0	0	0	1	0
Q20165307	0	0	0	0	0	1	0
Q20165313	0	0	0	0	0	1	0
Q201872	3	11	0	0	0	0	0
Q201928	10	0	0	0	0	0	0
Q202218	1	0	0	0	0	0	0
Q2022983	5	0	0	0	0	0	0
Q2023440	0	0	0	0	0	1	0
Q202998	1	1	1	0	0	0	0
Q203174	9	0	0	0	0	0	0
Q2032013	0	0	0	0	0	1	0
Q203618	2	0	0	0	0	0	0
Q2044346	0	0	0	0	0	1	0
Q204594	0	0	0	0	0	1	0
Q204602	2	0	0	0	0	1	0
Q204639	0	0	0	0	0	1	0
Q204661	0	0	0	0	0	1	0
Q204679	0	0	0	0	0	1	0
Q204713	0	0	0	0	0	1	0
Q204714	1	0	0	0	0	1	0
Q204783	0	0	0	0	0	1	0
Q2047949	0	0	0	0	0	1	0
Q2047953	0	0	0	0	0	1	0
Q204820	0	0	0	0	0	1	0
Q204828	0	0	0	0	0	1	0
Q2048340	0	0	0	0	0	1	0
Q204863	0	0	0	0	0	1	0
Q204906	0	0	0	0	0	1	0
Q204913	0	0	0	0	0	2	0
Q204935	0	0	0	0	0	2	0
Q204952	0	0	0	0	0	1	0
Q204954	0	0	0	0	0	1	0
Q204962	0	0	0	0	0	1	0
Q204964	0	0	0	0	0	1	0
Q204968	0	0	0	0	0	1	0
Q204980	0	0	0	0	0	1	0
Q204981	0	0	0	0	0	1	0
Q204986	0	0	0	0	0	1	0
Q204994	0	0	0	0	0	1	0
Q205004	0	0	0	0	0	1	0
Q205005	0	0	0	0	0	1	0
Q205021	0	0	0	0	0	1	0
Q20539232	0	1	0	0	0	0	0
Q205517	2	10	0	0	0	0	0
Q2062094	1	0	0	0	0	0	0
Q206690	0	0	0	0	0	1	0
Q20671903	0	0	0	0	0	1	0
Q206765	0	0	0	0	0	1	0
Q2067922	1	0	0	0	0	0	0
Q20680358	0	0	0	0	0	0	1
Q2069354	0	0	0	0	0	1	0
Q2070286	1	1	0	0	0	0	0
Q20707282	0	2	0	0	0	0	0
Q20707319	0	2	0	0	0	0	0
Q20707377	0	1	0	0	0	0	0
Q2072745	4	0	0	0	0	0	0
Q207442	1	0	0	0	0	0	0
Q20744432	0	0	0	0	0	1	0
Q207688	0	3	0	0	0	0	0
Q207843	2	0	0	0	0	0	0
Q207920	0	1	0	0	0	0	0
Q20801759	3	0	0	0	0	0	0
Q20801763	6	0	0	0	0	0	0
Q20801767	1	0	0	0	0	0	0
Q20801774	1	0	0	0	0	0	0
Q20801779	1	0	0	0	0	0	0
Q20816877	2	0	0	0	0	0	0
Q20817012	1	0	0	0	0	0	0
Q20817018	1	0	0	0	0	0	0
Q20817116	1	0	0	0	0	0	0
Q20817118	1	0	0	0	0	0	0
Q20817140	2	0	0	0	0	0	0
Q20817199	2	0	0	0	0	0	0
Q20817212	1	0	0	0	0	0	0
Q20817216	0	1	0	0	0	0	0
Q20817224	6	0	0	0	0	0	0
Q20817244	0	1	0	0	0	0	0
Q20817252	1	0	0	1	0	0	0
Q20817273	0	1	0	0	0	0	0
Q208451	2	0	0	0	0	1	0
Q20856948	0	4	0	6	0	0	0
Q20888492	0	4	0	0	0	0	0
Q2089658	0	0	0	0	0	1	0
Q209241	0	3	0	0	0	0	0
Q209251	0	5	0	0	0	0	0
Q209320	0	2	0	0	0	0	0
Q209357	0	1	0	0	0	0	0
Q20948663	0	1	0	0	0	0	0
Q20968976	0	0	0	0	0	1	0
Q20979576	0	0	0	0	0	1	0
Q20979769	0	0	0	0	0	1	0
Q20979770	0	0	0	0	0	1	0
Q20979771	0	0	0	0	0	1	0
Q20979772	0	0	0	0	0	1	0
Q20979773	0	0	0	0	0	1	0
Q20979774	0	0	0	0	0	1	0
Q20979775	0	0	0	0	0	1	0
Q20979776	0	0	0	0	0	1	0
Q20979777	0	0	0	0	0	1	0
Q20979778	0	0	0	0	0	1	0
Q20979781	0	0	0	0	0	1	0
Q20979782	0	0	0	0	0	1	0
Q20979783	0	0	0	0	0	1	0
Q20979784	0	0	0	0	0	1	0
Q20979785	0	0	0	0	0	1	0
Q20979786	0	0	0	0	0	1	0
Q20979790	0	0	0	0	0	1	0
Q20979791	0	0	0	0	0	1	0
Q20979792	0	0	0	0	0	1	0
Q20979795	0	0	0	0	0	1	0
Q20979796	0	0	0	0	0	1	0
Q20979797	0	0	0	0	0	1	0
Q20979800	0	0	0	0	0	1	0
Q20979801	0	0	0	0	0	1	0
Q20979802	0	0	0	0	0	1	0
Q20979803	0	0	0	0	0	1	0
Q20979857	0	0	0	0	0	1	0
Q20979858	0	0	0	0	0	1	0
Q20979859	0	0	0	0	0	1	0
Q20979860	0	0	0	0	0	1	0
Q20979861	0	0	0	0	0	1	0
Q20979871	0	0	0	0	0	1	0
Q20979873	0	0	0	0	0	2	0
Q20979877	0	0	0	0	0	2	0
Q20979880	0	0	0	0	0	1	0
Q20980330	0	0	0	0	0	1	0
