compound_id	CduftD	CpiwP	CsdiC	C<hpC	C<ioC	Chp>C	Cio>C
Q20980331	0	0	0	0	0	2	0
Q20980332	0	0	0	0	0	1	0
Q20980333	0	0	0	0	0	1	0
Q20980334	0	0	0	0	0	1	0
Q20980603	0	0	0	0	0	2	0
Q20980613	0	0	0	0	0	1	0
Q20980617	0	0	0	0	0	1	0
Q20980618	0	0	0	0	0	1	0
Q20980632	0	0	0	0	0	1	0
Q20980633	0	0	0	0	0	1	0
Q20980815	0	0	0	0	0	1	0
Q20980860	0	0	0	0	0	2	0
Q20980861	0	0	0	0	0	2	0
Q20982326	0	0	0	0	0	1	0
Q20982327	0	0	0	0	0	1	0
Q20982328	0	0	0	0	0	1	0
Q20982329	0	0	0	0	0	1	0
Q20982330	0	0	0	0	0	1	0
Q20982331	0	0	0	0	0	2	0
Q20982332	0	0	0	0	0	1	0
Q20982333	0	0	0	0	0	1	0
Q20984953	0	0	0	0	0	1	0
Q20984954	0	0	0	0	0	1	0
Q20984955	0	0	0	0	0	1	0
Q20984956	0	0	0	0	0	1	0
Q20984957	0	0	0	0	0	1	0
Q20984959	0	0	0	0	0	1	0
Q20984960	0	0	0	0	0	1	0
Q20986106	0	0	0	0	0	1	0
Q20986108	0	0	0	0	0	2	0
Q20986110	0	0	0	0	0	1	0
Q20986112	0	0	0	0	0	1	0
Q20986129	0	0	0	0	0	1	0
Q20986130	0	0	0	0	0	1	0
Q20986132	0	0	0	0	0	1	0
Q20986134	0	0	0	0	0	1	0
Q20986136	0	0	0	0	0	1	0
Q20986138	0	0	0	0	0	1	0
Q20986141	0	0	0	0	0	1	0
Q20986143	0	0	0	0	0	1	0
Q20986145	0	0	0	0	0	1	0
Q20986147	0	0	0	0	0	1	0
Q20986165	0	0	0	0	0	1	0
Q20986167	0	0	0	0	0	1	0
Q20986170	0	0	0	0	0	1	0
Q20986172	0	0	0	0	0	1	0
Q20986174	0	0	0	0	0	1	0
Q20986176	0	0	0	0	0	1	0
Q20986178	0	0	0	0	0	2	0
Q20986182	0	0	0	0	0	1	0
Q20986184	0	0	0	0	0	1	0
Q20986187	0	0	0	0	0	1	0
Q20986189	0	0	0	0	0	1	0
Q20986191	0	0	0	0	0	1	0
Q20986195	0	0	0	0	0	1	0
Q20986198	0	0	0	0	0	1	0
Q20986200	0	0	0	0	0	1	0
Q20986202	0	0	0	0	0	1	0
Q20986204	0	0	0	0	0	1	0
Q20986206	0	0	0	0	0	1	0
Q20986207	0	0	0	0	0	1	0
Q20986209	0	0	0	0	0	1	0
Q20986211	0	0	0	0	0	1	0
Q20986213	0	0	0	0	0	1	0
Q20986215	0	0	0	0	0	1	0
Q20986217	0	0	0	0	0	1	0
Q20986219	0	0	0	0	0	1	0
Q20986222	0	0	0	0	0	1	0
Q20986224	0	0	0	0	0	1	0
Q20986226	0	0	0	0	0	1	0
Q20986228	0	0	0	0	0	1	0
Q20986775	0	0	0	0	0	1	0
Q20986776	0	0	0	0	0	1	0
Q20986777	0	0	0	0	0	1	0
Q20986778	0	0	0	0	0	1	0
Q20986789	0	0	0	0	0	1	0
Q20986790	0	0	0	0	0	1	0
Q20986791	0	0	0	0	0	1	0
Q20986792	0	0	0	0	0	1	0
Q20986793	0	0	0	0	0	1	0
Q20986794	0	0	0	0	0	1	0
Q20986795	0	0	0	0	0	1	0
Q20986796	0	0	0	0	0	1	0
Q20986797	0	0	0	0	0	1	0
Q20986798	0	0	0	0	0	1	0
Q20986799	0	0	0	0	0	1	0
Q20992449	0	0	0	0	0	1	0
Q20993642	0	0	0	0	0	1	0
Q20994	0	2	0	0	0	0	0
Q2099796	0	0	0	0	0	1	0
Q2099802	0	0	0	0	0	1	0
Q21001744	0	0	0	0	0	1	0
Q21001745	0	0	0	0	0	1	0
Q21001747	0	0	0	0	0	1	0
Q21001749	0	0	0	0	0	1	0
Q21001751	0	0	0	0	0	1	0
Q21001815	0	0	0	0	0	1	0
Q210041	0	2	0	0	0	0	0
Q21004290	0	0	0	0	0	1	0
Q21007382	0	0	0	0	0	2	0
Q21007388	0	0	0	0	0	2	0
Q21007389	0	0	0	0	0	2	0
Q21007390	0	0	0	0	0	2	0
Q21007391	0	0	0	0	0	1	0
Q21007392	0	0	0	0	0	1	0
Q21007393	0	0	0	0	0	2	0
Q21007394	0	0	0	0	0	2	0
Q21007404	0	0	0	0	0	2	0
Q21007405	0	0	0	0	0	2	0
Q21007406	0	0	0	0	0	2	0
Q21007478	0	0	0	0	0	1	0
Q21009873	0	0	0	0	0	1	0
Q21009934	0	0	0	0	0	1	0
Q21009935	0	0	0	0	0	1	0
Q21009939	0	0	0	0	0	1	0
Q21009942	0	0	0	0	0	1	0
Q21009943	0	0	0	0	0	1	0
Q21009946	0	0	0	0	0	1	0
Q21009968	0	0	0	0	0	1	0
Q21009969	0	0	0	0	0	1	0
Q21009971	0	0	0	0	0	1	0
Q21009972	0	0	0	0	0	1	0
Q21009974	0	0	0	0	0	1	0
Q21009975	0	0	0	0	0	1	0
Q21009976	0	0	0	0	0	1	0
Q21009982	0	0	0	0	0	1	0
Q21009983	0	0	0	0	0	1	0
Q21009999	0	0	0	0	0	2	0
Q21010000	0	0	0	0	0	1	0
Q21010001	0	0	0	0	0	1	0
Q21010002	0	0	0	0	0	2	0
Q21010283	0	0	0	0	0	1	0
Q21010299	0	0	0	0	0	2	0
Q21010301	0	0	0	0	0	1	0
Q21010305	0	0	0	0	0	2	0
Q21010314	0	0	0	0	0	2	0
Q21010318	0	0	0	0	0	1	0
Q21010321	0	0	0	0	0	1	0
Q21010323	0	0	0	0	0	1	0
Q21010325	0	0	0	0	0	1	0
Q21010329	0	0	0	0	0	1	0
Q21010533	0	0	0	0	0	1	0
Q21010534	0	0	0	0	0	1	0
Q21010535	0	0	0	0	0	2	0
Q21010536	0	0	0	0	0	1	0
Q21010538	0	0	0	0	0	1	0
Q21010539	0	0	0	0	0	1	0
Q21010540	0	0	0	0	0	2	0
Q21010541	0	0	0	0	0	1	0
Q21010542	0	0	0	0	0	1	0
Q21010552	0	0	0	0	0	2	0
Q21010554	0	0	0	0	0	1	0
Q21010555	0	0	0	0	0	2	0
Q21010556	0	0	0	0	0	1	0
Q21010557	0	0	0	0	0	1	0
Q21010558	0	0	0	0	0	1	0
Q21010559	0	0	0	0	0	1	0
Q21010560	0	0	0	0	0	2	0
Q21010561	0	0	0	0	0	1	0
Q21010584	0	0	0	0	0	2	0
Q21010585	0	0	0	0	0	2	0
Q21010589	0	0	0	0	0	2	0
Q21010591	0	0	0	0	0	1	0
Q21010592	0	0	0	0	0	2	0
Q21010607	0	0	0	0	0	2	0
Q21010609	0	0	0	0	0	2	0
Q21010611	0	0	0	0	0	1	0
Q21010613	0	0	0	0	0	1	0
Q21010614	0	0	0	0	0	1	0
Q21010615	0	0	0	0	0	1	0
Q21010622	0	0	0	0	0	1	0
Q21010623	0	0	0	0	0	1	0
Q21010624	0	0	0	0	0	1	0
Q21010630	0	0	0	0	0	1	0
Q21010631	0	0	0	0	0	1	0
Q21010642	0	0	0	0	0	2	0
Q21010643	0	0	0	0	0	2	0
Q21010644	0	0	0	0	0	1	0
Q21010649	0	0	0	0	0	1	0
Q21010651	0	0	0	0	0	1	0
Q21011233	0	5	0	0	0	0	0
Q21011234	0	1	0	0	0	0	0
Q21011235	0	5	0	0	0	0	0
Q210402	3	4	0	0	0	0	0
Q210479	0	0	0	0	2	0	0
Q21060492	1	0	0	0	0	0	0
Q21083261	8	0	0	0	0	0	0
Q21091971	0	0	0	1	0	0	0
Q21098842	0	1	0	0	0	0	0
Q21098843	0	6	0	0	0	0	0
Q21098848	0	1	0	0	0	0	0
Q21098911	0	1	0	0	0	0	0
Q21098927	0	1	0	0	0	0	0
Q21098957	0	4	0	0	0	0	0
Q21098979	0	1	0	0	0	0	0
Q21098993	0	1	0	0	0	0	0
Q21098999	0	1	0	0	0	0	0
Q21099000	0	1	0	0	0	0	0
Q21099001	0	1	0	0	0	0	0
Q21099035	0	0	0	0	0	0	1
Q21099046	0	1	0	0	0	0	0
Q21099132	1	0	0	0	0	0	0
Q21099561	0	1	0	0	0	0	0
Q21099593	0	1	0	0	0	0	0
Q21099648	0	2	0	0	0	0	0
Q21099666	0	1	0	0	0	0	0
Q211086	0	1	0	0	0	0	0
Q211171	0	0	0	0	1	0	0
Q2112049	0	0	0	0	0	1	0
Q2115937	0	0	0	0	0	1	0
Q212171	0	5	3	0	0	0	0
Q212272	12	2	0	0	0	0	0
Q213511	11	1	43	0	0	0	0
Q2139543	0	1	0	0	0	0	0
Q2142336	0	0	0	0	0	1	0
Q2146170	0	4	0	0	0	0	0
Q2149443	3	0	0	0	0	0	0
Q21506464	0	1	0	0	0	0	0
Q2151796	0	1	0	0	0	0	0
Q2156566	0	0	0	0	0	1	0
Q2159860	0	2	0	0	0	0	0
Q216935	3	1	0	0	0	0	0
Q2171580	0	0	0	0	0	1	0
Q2171581	0	0	0	0	0	1	0
Q2171605	0	0	0	0	0	1	0
Q2171654	0	0	0	0	0	1	0
Q2175117	0	0	0	0	0	1	0
Q2177832	0	0	0	0	0	1	0
Q217994	0	0	0	0	0	1	0
Q218284	0	1	0	0	0	0	0
Q2185009	0	0	0	0	0	1	0
Q218507	0	1	0	0	0	0	0
Q2185998	0	0	0	0	0	1	0
Q218820	0	5	3	0	0	0	0
Q218842	1	3	0	0	0	0	0
Q219037	0	0	0	0	0	1	0
Q21905941	0	0	0	0	4	0	0
Q219211	0	0	0	0	0	1	0
Q2193376	2	0	0	0	0	0	0
Q219571	0	0	0	0	0	1	0
Q2195995	0	1	0	0	0	0	0
Q219626	2	1	0	0	0	0	0
Q21971328	0	1	0	0	0	0	1
Q21971331	0	0	0	0	0	0	1
Q219957	1	0	0	0	0	0	0
Q22051121	0	0	0	0	2	0	0
Q22051489	0	0	0	0	0	0	1
Q22075831	5	0	0	0	0	0	0
Q22075856	0	1	0	0	0	0	0
Q2207705	0	0	0	0	0	1	0
Q221123	0	0	0	0	0	1	0
Q2211240	2	1	0	0	0	0	0
Q2211523	0	1	0	0	0	0	0
Q221174	4	4	0	0	0	0	0
Q221361	3	22	0	0	0	0	0
Q221520	3	0	0	0	0	0	0
Q2216822	0	0	0	0	0	1	0
Q2228902	0	0	0	0	0	1	0
Q2228916	0	0	0	0	0	1	0
Q223068	0	5	0	0	0	0	0
Q223093	0	1	0	0	0	0	0
Q2232750	0	0	0	0	0	1	0
Q2240116	2	0	0	0	0	0	0
Q2256493	0	0	0	0	0	1	0
Q22574124	0	0	0	0	0	0	1
Q2268463	0	3	0	0	0	0	0
Q226905	0	15	0	0	0	0	0
Q2271877	0	0	0	0	0	1	1
Q2277900	0	0	0	0	0	1	0
Q2291605	2	0	0	0	0	0	0
Q2295855	3	0	0	0	0	0	0
Q2298283	5	0	0	0	0	0	0
Q229924	3	0	0	0	0	0	0
Q23003533	0	0	0	1	0	0	0
Q23005130	0	0	0	0	0	2	0
Q23005441	0	0	0	1	0	0	0
Q2311164	0	0	0	0	0	1	0
Q23118	0	5	0	0	0	0	0
Q2313188	1	0	0	0	0	0	0
Q2313471	5	0	0	0	0	0	0
Q2314	3	0	0	0	0	0	1
Q2316104	0	0	0	0	0	1	0
Q2319020	5	0	0	0	0	0	0
Q2319112	1	0	0	0	0	0	0
Q2325775	6	0	0	0	0	0	0
Q2329715	1	0	0	0	0	0	0
Q2330050	0	0	0	0	0	1	0
Q2331023	0	0	0	0	0	1	0
Q2332385	0	0	0	0	0	1	0
Q2336340	0	0	0	0	0	2	0
Q2339592	0	0	0	0	0	1	0
Q2342544	0	1	0	0	0	0	0
Q2342917	0	0	0	0	0	1	0
Q2344582	2	0	0	0	0	0	0
Q2346228	0	0	0	0	0	1	0
Q2346494	0	0	0	0	1	1	0
Q2346835	0	0	0	0	0	1	0
Q2347328	0	0	0	0	0	1	0
Q2347337	0	0	0	0	0	1	0
Q2348776	0	0	0	0	0	1	0
Q2348812	0	0	0	0	0	1	0
Q2349635	0	0	0	0	0	1	0
Q2350349	0	0	0	0	0	1	0
Q2352958	0	0	0	0	0	2	0
Q2353907	5	0	0	0	0	0	0
Q2354337	0	1	0	0	0	0	0
Q2356505	1	0	0	0	0	0	0
Q2356808	0	0	0	0	0	1	0
Q2357007	3	2	0	0	0	0	0
Q23570653	0	0	0	0	1	0	0
Q2357676	0	0	0	0	0	1	0
Q2358640	0	0	0	0	0	1	0
Q2359590	2	0	0	0	0	0	0
Q2359690	3	4	0	0	0	0	0
Q2364532	0	0	0	0	0	1	0
Q2365016	8	0	0	0	0	0	0
Q2366402	0	0	0	0	0	1	0
Q23714168	0	0	0	0	0	0	1
Q23766508	0	0	0	0	1	0	0
Q23766753	0	0	0	0	0	0	1
Q23767	8	0	0	0	0	1	0
Q2377223	0	0	0	0	0	1	0
Q23804965	0	0	0	0	0	0	1
Q238490	6	0	0	0	0	0	0
Q238512	9	0	0	0	0	0	0
Q23905964	0	0	0	0	2	0	0
Q23905965	0	0	0	0	0	0	1
Q23905968	0	0	0	0	0	0	1
Q2392530	5	0	0	0	0	0	0
Q23928166	0	0	0	0	0	0	1
Q2393323	1	0	0	0	0	0	0
Q2393348	2	1	0	0	0	0	0
Q2394106	0	1	0	0	0	0	0
Q239426	6	1	0	0	0	0	0
Q2398786	0	2	0	0	0	0	0
Q2405605	0	0	0	0	0	1	0
Q240642	3	1	0	0	0	0	0
Q241006	4	0	0	0	0	0	0
Q241150	3	1	0	0	0	0	0
Q241374	2	0	0	0	0	0	0
Q2419445	0	3	5	0	0	0	0
Q243547	0	4	0	0	0	0	0
Q2439424	0	0	0	0	1	0	0
Q2439845	1	0	0	0	0	0	0
Q244150	10	0	0	0	0	0	0
Q2443527	0	0	0	0	0	1	0
Q244408	5	4	1	0	0	0	0
Q2450337	1	0	0	0	0	0	0
Q2451840	0	0	0	0	0	1	0
Q2452235	0	0	0	0	0	1	0
Q245280	1	0	0	0	0	0	0
Q2452855	0	0	0	0	0	1	0
Q2456591	0	2	0	0	0	0	0
Q2458673	0	1	0	0	0	0	0
Q2459042	1	0	0	0	0	0	0
Q2465218	2	1	1	0	0	0	0
Q2467043	0	1	0	0	0	0	0
Q2467555	5	0	0	0	0	0	0
Q24715140	0	0	0	0	2	0	0
Q24716723	0	0	0	0	0	0	1
Q24716849	0	0	0	0	0	0	1
Q24735790	0	0	0	0	2	0	0
Q24735900	0	0	0	0	0	0	1
Q24736444	0	0	0	0	0	0	1
Q24745328	0	2	0	0	0	0	0
Q24755764	0	1	0	0	0	0	0
Q24757824	0	0	0	0	0	0	1
Q24757832	0	0	0	0	0	0	1
Q24757839	0	0	0	0	0	0	1
Q24791131	0	0	0	0	0	0	1
Q24791135	0	0	0	0	0	0	1
Q248466	11	0	0	0	0	0	0
Q248550	1	1	0	0	0	0	0
Q2487682	0	1	0	0	0	0	0
Q2493124	0	0	0	0	0	1	0
Q2503726	0	0	0	0	0	1	0
Q2505731	0	0	0	0	0	1	0
Q2506051	0	0	0	0	0	1	0
Q2506823	0	1	0	1	0	0	0
Q251005	4	0	0	0	0	0	0
Q25105466	1	0	0	0	0	0	0
Q2512764	0	0	0	0	0	1	0
Q251347	3	12	37	0	0	0	0
Q252251	4	0	0	0	0	0	0
Q252536	0	0	0	0	0	1	0
Q252602	0	3	0	0	0	0	0
Q2526386	0	4	0	0	0	0	0
Q2530372	0	0	0	0	0	1	0
Q253187	0	7	0	0	0	0	0
Q25366173	0	0	0	0	0	0	1
Q25386465	0	0	0	0	0	1	0
Q254296	6	0	1	0	0	0	0
Q2550553	0	2	0	0	0	0	0
Q2552927	7	0	0	0	0	0	0
Q2555060	5	0	0	0	0	0	0
Q2555245	2	2	1	0	0	0	0
Q255680	1	2	0	0	0	0	0
Q255968	0	1	0	0	0	0	0
Q2560993	0	0	0	0	0	1	0
Q256502	4	2	0	0	0	0	0
Q256602	16	0	2	0	0	0	0
Q257127	0	0	0	0	0	1	0
Q257331	3	0	0	0	0	0	0
Q2573513	0	0	0	0	1	0	0
Q2579108	0	2	0	0	0	0	0
Q2584366	0	0	0	0	0	1	0
Q258450	1	0	0	0	0	0	0
Q258591	1	2	0	0	0	0	0
Q258759	0	0	0	0	0	1	0
Q258775	0	6	0	0	0	0	0
Q2587934	0	0	0	0	1	0	0
Q2592158	0	0	0	0	0	1	0
Q2592220	0	0	0	0	0	1	0
Q25933668	0	0	0	0	0	0	1
Q25933788	0	0	0	0	0	0	1
Q2601530	4	0	0	0	0	0	0
Q2601832	3	0	0	0	0	0	0
Q2602246	5	0	0	0	0	0	0
Q2602750	2	0	1	0	0	0	0
Q260326	1	0	0	0	0	0	0
Q2603363	4	1	0	0	0	0	0
Q260375	0	1	0	0	0	0	0
Q2606497	1	0	0	0	0	0	0
Q2608288	2	2	0	0	0	0	0
Q261167	0	5	0	0	0	0	0
Q261261	0	0	0	0	0	1	0
Q2613252	0	0	0	0	0	1	0
Q2614009	0	0	0	0	0	1	0
Q2614358	0	0	0	0	0	1	0
Q2615130	0	0	0	0	0	1	0
Q2615425	0	0	0	0	0	1	0
Q2615924	0	0	0	0	0	1	0
Q2616882	0	0	0	0	0	1	0
Q2617645	0	0	0	0	0	1	0
Q2618059	0	0	0	0	0	2	0
Q2618789	0	0	0	0	0	0	1
Q2620206	2	0	0	0	0	0	0
Q26207741	0	0	0	0	0	1	0
Q26207742	0	0	0	0	0	1	0
Q26207743	0	0	0	0	0	1	0
Q26207744	0	0	0	0	0	1	0
Q26207745	0	0	0	0	0	1	0
Q26207746	0	0	0	0	0	1	0
Q26207747	0	0	0	0	0	1	0
Q26207751	0	0	0	0	0	1	0
Q26207752	0	0	0	0	0	1	0
Q26207758	0	0	0	0	0	1	0
Q26207759	0	0	0	0	0	1	0
Q26207760	0	0	0	0	0	1	0
Q26207761	0	0	0	0	0	1	0
Q26207763	0	0	0	0	0	1	0
Q26207764	0	0	0	0	0	1	0
Q26207773	0	0	0	0	0	1	0
Q26207774	0	0	0	0	0	1	0
Q26207775	0	0	0	0	0	2	0
Q26207776	0	0	0	0	0	2	0
Q26207777	0	0	0	0	0	1	0
Q26207782	0	0	0	0	0	1	0
Q26207783	0	0	0	0	0	1	0
Q26220987	0	0	0	0	1	0	0
Q2622916	0	3	0	0	0	0	0
Q2623251	4	0	0	0	0	0	0
Q26270990	0	4	0	0	0	0	0
Q26272	3	0	0	0	0	0	0
Q2628977	0	0	0	0	0	1	0
Q2631244	0	0	0	0	0	1	0
Q2633879	5	0	0	0	0	0	0
Q2634282	0	0	0	0	0	1	0
Q263713	2	0	0	0	0	0	0
Q263958	3	0	5	0	0	0	0
Q265352	0	4	0	0	0	0	0
Q2653992	0	0	0	0	0	1	0
Q265831	0	1	0	0	0	0	0
Q265978	0	1	0	0	0	0	0
Q2659931	0	1	0	0	0	0	0
Q2662662	1	3	0	0	0	0	0
Q2664750	0	0	0	0	0	1	0
Q2675470	0	0	0	0	0	1	0
Q26763610	0	1	0	0	0	0	0
Q267896	1	1	0	0	0	0	0
Q2680313	0	0	0	0	0	1	0
Q26828654	0	0	0	0	0	0	1
Q268997	2	0	0	0	0	0	0
Q269111	0	13	0	0	0	0	0
Q26963	2	7	0	0	0	0	0
Q2697578	2	1	0	0	0	0	0
Q2697833	1	0	0	0	0	0	0
Q26987394	0	0	0	0	0	1	0
Q2698748	0	0	0	0	0	1	0
Q26995161	0	0	0	0	0	0	1
Q2701912	3	1	0	0	0	0	0
Q27089370	1	0	0	0	0	0	0
Q27104479	8	0	0	0	0	0	0
Q27105054	2	0	0	0	0	0	0
Q27105309	1	0	0	0	0	0	0
Q27105975	1	0	0	0	0	0	0
Q27106078	3	0	0	0	0	0	0
Q27106662	5	0	0	0	0	0	0
Q2710669	0	0	0	0	0	1	0
Q27107089	1	0	0	0	0	0	0
Q27107637	4	0	0	0	0	0	0
Q27110407	1	0	0	0	0	0	0
Q27114666	3	0	0	0	0	0	0
Q27117099	0	0	0	0	0	0	1
Q27120779	0	0	0	1	0	0	0
Q27121163	0	0	0	1	0	0	0
Q27122736	1	0	0	0	0	0	0
Q27128592	0	0	0	0	0	1	0
Q27132146	0	0	0	0	1	0	0
Q27132147	0	0	0	0	0	0	1
Q27133171	0	0	0	0	1	0	0
Q27154917	0	0	0	0	1	0	0
Q27156818	0	0	0	0	1	0	0
Q27158839	1	0	0	0	0	0	0
Q27160153	2	0	0	0	0	0	0
Q271980	0	2	0	0	0	0	0
Q27252392	7	0	0	0	0	0	0
Q27258445	3	0	0	0	0	0	0
Q27260984	2	0	0	0	0	0	0
Q27261387	1	0	0	0	0	0	0
Q27262517	1	0	0	0	0	0	0
Q27264316	2	0	0	0	0	0	0
Q27265552	1	0	0	0	0	0	0
Q27265738	3	0	0	0	0	0	0
Q27269332	15	0	0	0	0	0	0
Q27269528	7	0	0	0	0	0	0
Q27270210	2	0	0	0	0	0	0
Q27272011	0	0	0	0	0	2	0
Q27275527	1	0	0	0	0	0	0
Q27279400	2	0	0	0	0	0	0
Q27279835	1	0	0	0	0	0	0
Q27281933	8	0	0	0	0	0	0
Q27283414	2	0	0	0	0	0	0
Q27284105	1	0	0	0	0	0	0
Q27287118	0	1	0	0	0	0	0
Q27287271	1	0	0	0	0	0	0
Q27287577	1	0	0	0	0	0	0
Q27288139	1	0	0	0	0	0	0
Q27290556	2	0	0	0	0	0	0
Q27292429	4	0	0	0	0	0	0
Q273169	2	2	0	0	0	0	0
Q2735334	0	1	0	0	0	0	0
Q2736126	3	2	0	0	0	0	0
Q2736135	0	0	6	0	0	0	0
Q2736402	6	0	0	0	0	0	0
Q2736873	0	3	0	0	0	0	0
Q2742033	0	2	0	0	0	0	0
Q2742490	0	0	0	0	0	1	0
Q274515	1	0	0	0	0	0	0
Q2749498	0	0	0	0	0	1	0
Q2758338	1	0	0	0	0	0	0
Q275926	8	3	0	0	0	0	0
Q2768526	1	0	0	0	0	0	0
Q2775914	1	0	0	0	0	0	0
Q277638	0	1	0	0	0	0	0
Q27765319	0	0	0	0	0	0	1
Q277785	2	0	0	0	0	0	0
Q277979	0	3	0	0	0	0	0
Q278387	0	0	0	0	0	1	1
Q27868429	0	1	0	0	0	0	0
Q27887916	1	0	0	0	0	0	0
Q27888681	1	0	0	0	0	0	0
Q27895847	5	0	0	0	0	0	0
Q2805600	0	0	0	0	1	0	0
Q280786	2	3	0	0	0	0	0
Q281082	1	0	0	0	0	0	0
Q2813830	0	1	0	0	0	0	0
Q282003	2	0	0	0	0	0	0
Q2823198	0	1	0	0	0	0	0
Q2823230	0	2	0	0	0	0	0
Q2823231	0	1	0	0	0	0	0
Q2823280	0	2	0	0	0	0	0
Q2823281	0	8	0	0	0	0	0
Q2823284	1	2	0	0	0	0	0
Q2823312	0	1	0	0	0	0	0
Q2823834	1	0	0	0	0	0	0
Q2825485	0	1	0	0	0	0	0
Q282629	12	0	0	0	0	0	0
Q282902	2	3	0	0	0	0	0
Q283	0	0	0	3	0	0	0
Q28334819	0	0	0	0	0	0	1
Q284209	0	1	0	0	0	0	0
Q284321	1	4	1	0	0	0	0
Q2846975	0	0	0	0	1	0	0
Q284918	0	0	0	0	0	1	0
Q284959	1	0	0	0	0	0	0
Q286112	0	5	0	0	0	0	0
Q286846	5	0	1	0	0	0	0
Q286975	0	1	0	0	0	0	0
Q287029	3	0	0	0	0	0	0
Q287415	1	1	0	0	0	0	0
Q2875204	0	0	0	0	0	1	0
Q2878140	3	0	0	0	0	0	0
Q288266	1	0	0	0	0	0	0
Q288407	0	0	0	0	1	3	0
Q288875	2	0	0	0	0	0	0
Q2889652	0	1	0	0	0	0	0
Q2889971	4	0	0	0	0	0	0
Q2924764	1	1	0	0	0	0	0
Q2926032	0	0	0	0	0	1	0
Q2928948	1	0	0	0	0	0	0
Q29310	3	1	0	0	0	0	0
Q29397	0	0	0	0	0	1	0
Q29417	4	6	0	0	0	0	0
Q2943789	2	0	0	0	0	0	0
Q29588	0	0	0	0	0	1	0
Q296363	0	0	0	0	0	1	0
Q296694	0	0	0	0	0	1	0
Q2979523	0	1	0	0	0	0	0
Q2983022	0	0	0	0	0	1	0
Q2983938	0	0	0	0	0	1	0
Q2985253	0	0	0	0	0	2	0
Q2991856	2	1	0	0	0	0	0
Q2992797	0	0	0	0	0	2	0
Q2993328	0	2	0	0	0	0	0
Q3008033	0	4	0	0	0	0	0
Q3008073	0	0	0	0	0	1	0
Q300989	1	1	0	0	0	0	0
Q3011024	0	0	0	0	0	0	1
Q3011604	1	1	0	0	0	0	0
Q3024529	0	2	0	0	0	0	0
Q3027892	0	0	0	0	0	1	0
Q303472	0	0	0	0	0	1	0
Q303646	0	3	0	0	0	0	0
Q304176	0	0	0	0	0	1	0
Q304285	0	6	0	0	0	0	0
Q304330	2	0	0	0	0	0	0
Q3050386	2	0	0	0	0	0	0
Q305555	0	1	0	0	0	0	0
Q306140	0	1	0	0	0	0	0
Q3063311	0	0	0	0	0	2	0
Q3069482	0	1	0	0	0	0	0
Q307088	1	0	0	0	0	0	0
Q307532	0	1	0	0	0	0	0
Q3077133	0	1	0	0	0	0	0
Q3077150	0	13	0	0	0	0	1
Q3088229	1	0	0	0	0	0	0
Q308976	0	0	0	0	0	1	0
Q309033	0	0	0	0	0	1	0
Q309038	0	0	0	0	0	1	0
Q310919	0	1	0	0	0	0	0
Q31153	0	0	0	0	0	1	0
Q3117895	0	0	0	0	1	0	0
Q3121121	0	1	0	0	0	0	0
Q312208	0	1	0	0	0	0	0
Q312266	0	1	0	0	0	0	0
Q3131169	0	0	0	0	0	1	0
Q3138518	0	3	0	0	0	0	0
Q3151081	1	0	0	0	0	0	0
Q3151473	0	1	0	0	0	0	0
Q3154065	0	1	0	0	0	0	0
Q3156953	0	2	0	0	0	0	0
Q3178745	0	0	0	0	0	1	0
Q318369	0	1	0	0	0	0	0
Q319877	4	4	0	0	0	0	0
Q32089	1	1	0	0	0	0	0
Q321285	5	0	0	0	0	0	0
Q321431	0	1	0	0	0	0	0
Q3231623	5	0	0	0	0	0	0
Q3258910	0	3	0	0	0	0	0
Q3267092	2	0	0	0	0	0	0
Q3271949	2	0	0	0	0	0	0
Q3272916	0	1	0	0	0	0	0
Q327362	6	2	0	0	0	0	0
Q327506	1	0	0	0	0	0	0
Q3275451	6	4	0	0	0	0	0
Q3276683	0	1	0	0	0	0	0
Q32921	2	4	0	0	0	0	0
Q3292273	1	0	0	0	0	0	0
Q3294630	0	1	0	0	0	0	0
Q3294635	4	0	0	0	0	0	0
Q3307752	3	0	0	0	0	0	0
Q331002	0	0	0	0	0	1	0
Q331260	0	0	0	0	0	1	0
Q331451	0	0	0	0	0	0	1
Q3317985	0	0	0	0	0	1	0
Q3322838	1	0	5	0	0	0	0
Q3323035	0	3	0	0	0	0	0
Q3324838	0	1	0	0	0	0	0
Q3329406	1	0	0	0	0	0	0
Q3332124	3	6	0	0	0	0	0
Q3333717	0	1	0	0	0	0	0
Q3342150	1	1	0	0	0	0	0
Q3342201	0	0	0	0	0	1	0
Q3342228	0	0	0	0	0	1	0
Q3359058	3	0	0	0	0	0	0
Q337188	7	0	0	0	0	0	0
Q340139	0	3	0	0	0	0	0
Q341500	1	0	0	0	0	0	0
Q342108	0	1	0	0	0	0	0
Q342745	2	0	0	0	0	0	0
Q342790	0	1	0	0	0	0	0
Q3459689	0	2	0	0	0	0	0
Q3462573	0	0	0	0	0	1	0
Q347337	1	0	0	0	0	0	0
Q3473757	0	3	0	0	0	0	0
Q347613	2	2	0	0	0	0	0
Q347621	1	0	0	0	0	0	0
Q348260	2	0	0	0	0	0	0
Q3488660	0	0	0	0	0	1	0
Q348922	3	0	0	0	0	0	0
Q3489331	1	0	0	0	0	0	0
Q3492616	2	0	0	0	0	0	0
Q3494619	0	2	0	0	0	0	0
Q3495231	1	6	0	0	0	0	0
