hetnet	feature	nonzero	auroc	auprc	feature_type	permuted
wikidata-v0.1	Cio>CsdiCsdiCduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	Cio>CsdiCsdiCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	Cio>CsdiCsdiCduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	Cio>CsdiCsdiCduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	Cio>CsdiCsdiCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	Cio>CsdiCsdiCduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	CpiwPeGgaD	0.00060626	0.50088	0.43387	dwpc	0
wikidata-v0.1_perm-1	CpiwPeGgaD	0.00017063	0.50009	0.15064	dwpc	1
wikidata-v0.1_perm-2	CpiwPeGgaD	0.00023902	0.49987	0.05069	dwpc	1
wikidata-v0.1_perm-3	CpiwPeGgaD	0.00013653	0.50011	0.17595	dwpc	1
wikidata-v0.1_perm-4	CpiwPeGgaD	0.00010237	0.50013	0.21733	dwpc	1
wikidata-v0.1_perm-5	CpiwPeGgaD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	CpiwPeGgaD<soD	0.00013473	0.50013	0.35022	dwpc	0
wikidata-v0.1_perm-1	CpiwPeGgaD<soD	6.8252e-05	0.50015	0.30064	dwpc	1
wikidata-v0.1_perm-2	CpiwPeGgaD<soD	0.00010244	0.50013	0.21737	dwpc	1
wikidata-v0.1_perm-3	CpiwPeGgaD<soD	6.8266e-05	0.49996	0.050671	dwpc	1
wikidata-v0.1_perm-4	CpiwPeGgaD<soD	3.4123e-05	0.49998	0.050655	dwpc	1
wikidata-v0.1_perm-5	CpiwPeGgaD<soD	3.419e-05	0.49998	0.050756	dwpc	1
wikidata-v0.1	CpiwPeGgaDso>D	0.00047154	0.50076	0.45806	dwpc	0
wikidata-v0.1_perm-1	CpiwPeGgaDso>D	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	CpiwPeGgaDso>D	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	CpiwPeGgaDso>D	3.4133e-05	0.49998	0.050671	dwpc	1
wikidata-v0.1_perm-4	CpiwPeGgaDso>D	3.4123e-05	0.49998	0.050655	dwpc	1
wikidata-v0.1_perm-5	CpiwPeGgaDso>D	3.419e-05	0.49998	0.050756	dwpc	1
wikidata-v0.1	CpiwPpiwC<hpCduftD	0.00074099	0.50185	0.60148	dwpc	0
wikidata-v0.1_perm-1	CpiwPpiwC<hpCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	CpiwPpiwC<hpCduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	CpiwPpiwC<hpCduftD	0.00098986	0.50039	0.13688	dwpc	1
wikidata-v0.1_perm-4	CpiwPpiwC<hpCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	CpiwPpiwC<hpCduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	CpiwPpiwC<ioCduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	CpiwPpiwC<ioCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	CpiwPpiwC<ioCduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	CpiwPpiwC<ioCduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	CpiwPpiwC<ioCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	CpiwPpiwC<ioCduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	CpiwPpiwCduftD	0.045605	0.5955	0.61604	dwpc	0
wikidata-v0.1_perm-1	CpiwPpiwCduftD	0.029792	0.51672	0.15439	dwpc	1
wikidata-v0.1_perm-2	CpiwPpiwCduftD	0.026463	0.51493	0.15345	dwpc	1
wikidata-v0.1_perm-3	CpiwPpiwCduftD	0.027136	0.51645	0.15783	dwpc	1
wikidata-v0.1_perm-4	CpiwPpiwCduftD	0.030301	0.5153	0.14878	dwpc	1
wikidata-v0.1_perm-5	CpiwPpiwCduftD	0.02872	0.51596	0.15366	dwpc	1
wikidata-v0.1	CpiwPpiwCduftD<soD	0.013877	0.52273	0.47903	dwpc	0
wikidata-v0.1_perm-1	CpiwPpiwCduftD<soD	0.0066546	0.49929	0.091631	dwpc	1
wikidata-v0.1_perm-2	CpiwPpiwCduftD<soD	0.0070682	0.49963	0.096454	dwpc	1
wikidata-v0.1_perm-3	CpiwPpiwCduftD<soD	0.0090112	0.50061	0.10798	dwpc	1
wikidata-v0.1_perm-4	CpiwPpiwCduftD<soD	0.006961	0.50138	0.11958	dwpc	1
wikidata-v0.1_perm-5	CpiwPpiwCduftD<soD	0.0069065	0.4986	0.083196	dwpc	1
wikidata-v0.1	CpiwPpiwCduftDso>D	0.0088245	0.51513	0.48662	dwpc	0
wikidata-v0.1_perm-1	CpiwPpiwCduftDso>D	0.0057673	0.49904	0.086162	dwpc	1
wikidata-v0.1_perm-2	CpiwPpiwCduftDso>D	0.0055317	0.50067	0.11231	dwpc	1
wikidata-v0.1_perm-3	CpiwPpiwCduftDso>D	0.0070314	0.50208	0.12855	dwpc	1
wikidata-v0.1_perm-4	CpiwPpiwCduftDso>D	0.0084283	0.50018	0.10315	dwpc	1
wikidata-v0.1_perm-5	CpiwPpiwCduftDso>D	0.0066671	0.49854	0.08155	dwpc	1
wikidata-v0.1	CpiwPpiwChp>CduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	CpiwPpiwChp>CduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	CpiwPpiwChp>CduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	CpiwPpiwChp>CduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	CpiwPpiwChp>CduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	CpiwPpiwChp>CduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	CpiwPpiwCio>CduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	CpiwPpiwCio>CduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	CpiwPpiwCio>CduftD	0.00058048	0.49986	0.080131	dwpc	1
wikidata-v0.1_perm-3	CpiwPpiwCio>CduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	CpiwPpiwCio>CduftD	0.00020474	0.50026	0.21733	dwpc	1
wikidata-v0.1_perm-5	CpiwPpiwCio>CduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	CpiwPpiwCsdiCduftD	0.028764	0.52452	0.35693	dwpc	0
wikidata-v0.1_perm-1	CpiwPpiwCsdiCduftD	0.050268	0.52208	0.14478	dwpc	1
wikidata-v0.1_perm-2	CpiwPpiwCsdiCduftD	0.051048	0.52306	0.14545	dwpc	1
wikidata-v0.1_perm-3	CpiwPpiwCsdiCduftD	0.05178	0.53087	0.15931	dwpc	1
wikidata-v0.1_perm-4	CpiwPpiwCsdiCduftD	0.053743	0.52416	0.14548	dwpc	1
wikidata-v0.1_perm-5	CpiwPpiwCsdiCduftD	0.053132	0.521	0.14093	dwpc	1
wikidata-v0.1	CsdiC<hpC<hpCduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	CsdiC<hpC<hpCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	CsdiC<hpC<hpCduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	CsdiC<hpC<hpCduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	CsdiC<hpC<hpCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	CsdiC<hpC<hpCduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	CsdiC<hpC<ioCduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	CsdiC<hpC<ioCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	CsdiC<hpC<ioCduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	CsdiC<hpC<ioCduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	CsdiC<hpC<ioCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	CsdiC<hpC<ioCduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	CsdiC<hpCduftD	6.7363e-05	0.50017	0.60013	dwpc	0
wikidata-v0.1_perm-1	CsdiC<hpCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	CsdiC<hpCduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	CsdiC<hpCduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	CsdiC<hpCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	CsdiC<hpCduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	CsdiC<hpCduftD<soD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	CsdiC<hpCduftD<soD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	CsdiC<hpCduftD<soD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	CsdiC<hpCduftD<soD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	CsdiC<hpCduftD<soD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	CsdiC<hpCduftD<soD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	CsdiC<hpCduftDso>D	6.7363e-05	0.49996	0.1	dwpc	0
wikidata-v0.1_perm-1	CsdiC<hpCduftDso>D	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	CsdiC<hpCduftDso>D	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	CsdiC<hpCduftDso>D	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	CsdiC<hpCduftDso>D	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	CsdiC<hpCduftDso>D	0	0.5	0.55076	dwpc	1
wikidata-v0.1	CsdiC<hpChp>CduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	CsdiC<hpChp>CduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	CsdiC<hpChp>CduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	CsdiC<hpChp>CduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	CsdiC<hpChp>CduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	CsdiC<hpChp>CduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	CsdiC<hpCio>CduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	CsdiC<hpCio>CduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	CsdiC<hpCio>CduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	CsdiC<hpCio>CduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	CsdiC<hpCio>CduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	CsdiC<hpCio>CduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	CsdiC<hpCsdiCduftD	0.00026945	0.50067	0.60054	dwpc	0
wikidata-v0.1_perm-1	CsdiC<hpCsdiCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	CsdiC<hpCsdiCduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	CsdiC<hpCsdiCduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	CsdiC<hpCsdiCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	CsdiC<hpCsdiCduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	CsdiC<ioC<hpCduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	CsdiC<ioC<hpCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	CsdiC<ioC<hpCduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	CsdiC<ioC<hpCduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	CsdiC<ioC<hpCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	CsdiC<ioC<hpCduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	CsdiC<ioC<ioCduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	CsdiC<ioC<ioCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	CsdiC<ioC<ioCduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	CsdiC<ioC<ioCduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	CsdiC<ioC<ioCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	CsdiC<ioC<ioCduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	CsdiC<ioCduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	CsdiC<ioCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	CsdiC<ioCduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	CsdiC<ioCduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	CsdiC<ioCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	CsdiC<ioCduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	CsdiC<ioCduftD<soD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	CsdiC<ioCduftD<soD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	CsdiC<ioCduftD<soD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	CsdiC<ioCduftD<soD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	CsdiC<ioCduftD<soD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	CsdiC<ioCduftD<soD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	CsdiC<ioCduftDso>D	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	CsdiC<ioCduftDso>D	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	CsdiC<ioCduftDso>D	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	CsdiC<ioCduftDso>D	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	CsdiC<ioCduftDso>D	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	CsdiC<ioCduftDso>D	0	0.5	0.55076	dwpc	1
wikidata-v0.1	CsdiC<ioChp>CduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	CsdiC<ioChp>CduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	CsdiC<ioChp>CduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	CsdiC<ioChp>CduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	CsdiC<ioChp>CduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	CsdiC<ioChp>CduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	CsdiC<ioCio>CduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	CsdiC<ioCio>CduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	CsdiC<ioCio>CduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	CsdiC<ioCio>CduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	CsdiC<ioCio>CduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	CsdiC<ioCio>CduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	CsdiC<ioCsdiCduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	CsdiC<ioCsdiCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	CsdiC<ioCsdiCduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	CsdiC<ioCsdiCduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	CsdiC<ioCsdiCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	CsdiC<ioCsdiCduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	CsdiCduftD	0.0085551	0.51277	0.4491	dwpc	0
wikidata-v0.1_perm-1	CsdiCduftD	0.0077808	0.50672	0.1812	dwpc	1
wikidata-v0.1_perm-2	CsdiCduftD	0.008878	0.50778	0.18179	dwpc	1
wikidata-v0.1_perm-3	CsdiCduftD	0.0079189	0.50552	0.16547	dwpc	1
wikidata-v0.1_perm-4	CsdiCduftD	0.0092473	0.50589	0.15951	dwpc	1
wikidata-v0.1_perm-5	CsdiCduftD	0.008445	0.50559	0.16207	dwpc	1
wikidata-v0.1	CsdiCduftD<soD	0.003166	0.5016	0.28328	dwpc	0
wikidata-v0.1_perm-1	CsdiCduftD<soD	0.0024912	0.50124	0.14683	dwpc	1
wikidata-v0.1_perm-2	CsdiCduftD<soD	0.002561	0.50026	0.11072	dwpc	1
wikidata-v0.1_perm-3	CsdiCduftD<soD	0.0025259	0.50028	0.11156	dwpc	1
wikidata-v0.1_perm-4	CsdiCduftD<soD	0.0015014	0.50066	0.14174	dwpc	1
wikidata-v0.1_perm-5	CsdiCduftD<soD	0.0017095	0.49961	0.080713	dwpc	1
wikidata-v0.1	CsdiCduftD<soD<soD	0.0018188	0.49971	0.17405	dwpc	0
wikidata-v0.1_perm-1	CsdiCduftD<soD<soD	0.0026618	0.50039	0.11495	dwpc	1
wikidata-v0.1_perm-2	CsdiCduftD<soD<soD	0.0019122	0.4995	0.077433	dwpc	1
wikidata-v0.1_perm-3	CsdiCduftD<soD<soD	0.002048	0.50092	0.14311	dwpc	1
wikidata-v0.1_perm-4	CsdiCduftD<soD<soD	0.001399	0.50016	0.11229	dwpc	1
wikidata-v0.1_perm-5	CsdiCduftD<soD<soD	0.0027694	0.50015	0.10629	dwpc	1
wikidata-v0.1	CsdiCduftD<soDso>D	0.0012799	0.4992	0.1	dwpc	0
wikidata-v0.1_perm-1	CsdiCduftD<soDso>D	0.002969	0.50003	0.10229	dwpc	1
wikidata-v0.1_perm-2	CsdiCduftD<soDso>D	0.0024585	0.50069	0.12701	dwpc	1
wikidata-v0.1_perm-3	CsdiCduftD<soDso>D	0.0021845	0.49991	0.097611	dwpc	1
wikidata-v0.1_perm-4	CsdiCduftD<soDso>D	0.0017403	0.50034	0.11928	dwpc	1
wikidata-v0.1_perm-5	CsdiCduftD<soDso>D	0.0024617	0.49938	0.078511	dwpc	1
wikidata-v0.1	CsdiCduftDduftCduftD	0.035904	0.5144	0.2822	dwpc	0
wikidata-v0.1_perm-1	CsdiCduftDduftCduftD	0.061632	0.5147	0.12809	dwpc	1
wikidata-v0.1_perm-2	CsdiCduftDduftCduftD	0.067165	0.51523	0.13061	dwpc	1
wikidata-v0.1_perm-3	CsdiCduftDduftCduftD	0.062771	0.51548	0.12874	dwpc	1
wikidata-v0.1_perm-4	CsdiCduftDduftCduftD	0.066642	0.51454	0.12939	dwpc	1
wikidata-v0.1_perm-5	CsdiCduftDduftCduftD	0.064825	0.51591	0.13123	dwpc	1
wikidata-v0.1	CsdiCduftDgaGgaD	0.0070057	0.50425	0.29866	dwpc	0
wikidata-v0.1_perm-1	CsdiCduftDgaGgaD	0.0079514	0.50345	0.14179	dwpc	1
wikidata-v0.1_perm-2	CsdiCduftDgaGgaD	0.0086731	0.5036	0.13965	dwpc	1
wikidata-v0.1_perm-3	CsdiCduftDgaGgaD	0.0076458	0.50325	0.14155	dwpc	1
wikidata-v0.1_perm-4	CsdiCduftDgaGgaD	0.0089401	0.50366	0.1399	dwpc	1
wikidata-v0.1_perm-5	CsdiCduftDgaGgaD	0.0076245	0.50662	0.18199	dwpc	1
wikidata-v0.1	CsdiCduftDso>D	0.0012125	0.50156	0.40697	dwpc	0
wikidata-v0.1_perm-1	CsdiCduftDso>D	0.0016381	0.50115	0.16536	dwpc	1
wikidata-v0.1_perm-2	CsdiCduftDso>D	0.0013317	0.50076	0.15335	dwpc	1
wikidata-v0.1_perm-3	CsdiCduftDso>D	0.001536	0.50027	0.11741	dwpc	1
wikidata-v0.1_perm-4	CsdiCduftDso>D	0.0020132	0.50038	0.11843	dwpc	1
wikidata-v0.1_perm-5	CsdiCduftDso>D	0.0015728	0.4995	0.072469	dwpc	1
wikidata-v0.1	CsdiCduftDso>D<soD	0.015089	0.51359	0.35683	dwpc	0
wikidata-v0.1_perm-1	CsdiCduftDso>D<soD	0.0057332	0.50055	0.10997	dwpc	1
wikidata-v0.1_perm-2	CsdiCduftDso>D<soD	0.0081267	0.50391	0.14566	dwpc	1
wikidata-v0.1_perm-3	CsdiCduftDso>D<soD	0.0057344	0.50075	0.11324	dwpc	1
wikidata-v0.1_perm-4	CsdiCduftDso>D<soD	0.0095885	0.5018	0.11928	dwpc	1
wikidata-v0.1_perm-5	CsdiCduftDso>D<soD	0.0064278	0.50054	0.10909	dwpc	1
wikidata-v0.1	CsdiCduftDso>Dso>D	0.0013473	0.49937	0.12529	dwpc	0
wikidata-v0.1_perm-1	CsdiCduftDso>Dso>D	0.0017746	0.50089	0.14675	dwpc	1
wikidata-v0.1_perm-2	CsdiCduftDso>Dso>D	0.0014	0.49997	0.099413	dwpc	1
wikidata-v0.1_perm-3	CsdiCduftDso>Dso>D	0.0012629	0.50098	0.1729	dwpc	1
wikidata-v0.1_perm-4	CsdiCduftDso>Dso>D	0.0015014	0.5001	0.10819	dwpc	1
wikidata-v0.1_perm-5	CsdiCduftDso>Dso>D	0.0022908	0.50079	0.13315	dwpc	1
wikidata-v0.1	CsdiChp>C<hpCduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	CsdiChp>C<hpCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	CsdiChp>C<hpCduftD	3.4146e-05	0.49998	0.05069	dwpc	1
wikidata-v0.1_perm-3	CsdiChp>C<hpCduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	CsdiChp>C<hpCduftD	3.4123e-05	0.49998	0.050655	dwpc	1
wikidata-v0.1_perm-5	CsdiChp>C<hpCduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	CsdiChp>C<ioCduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	CsdiChp>C<ioCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	CsdiChp>C<ioCduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	CsdiChp>C<ioCduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	CsdiChp>C<ioCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	CsdiChp>C<ioCduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	CsdiChp>CduftD	6.7363e-05	0.50017	0.60013	dwpc	0
wikidata-v0.1_perm-1	CsdiChp>CduftD	6.8252e-05	0.49996	0.05066	dwpc	1
wikidata-v0.1_perm-2	CsdiChp>CduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	CsdiChp>CduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	CsdiChp>CduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	CsdiChp>CduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	CsdiChp>CduftD<soD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	CsdiChp>CduftD<soD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	CsdiChp>CduftD<soD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	CsdiChp>CduftD<soD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	CsdiChp>CduftD<soD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	CsdiChp>CduftD<soD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	CsdiChp>CduftDso>D	6.7363e-05	0.49996	0.1	dwpc	0
wikidata-v0.1_perm-1	CsdiChp>CduftDso>D	3.4126e-05	0.49998	0.05066	dwpc	1
wikidata-v0.1_perm-2	CsdiChp>CduftDso>D	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	CsdiChp>CduftDso>D	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	CsdiChp>CduftDso>D	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	CsdiChp>CduftDso>D	0	0.5	0.55076	dwpc	1
wikidata-v0.1	CsdiChp>Chp>CduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	CsdiChp>Chp>CduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	CsdiChp>Chp>CduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	CsdiChp>Chp>CduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	CsdiChp>Chp>CduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	CsdiChp>Chp>CduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	CsdiChp>Cio>CduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	CsdiChp>Cio>CduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	CsdiChp>Cio>CduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	CsdiChp>Cio>CduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	CsdiChp>Cio>CduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	CsdiChp>Cio>CduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	CsdiChp>CsdiCduftD	0.00026945	0.50067	0.60054	dwpc	0
wikidata-v0.1_perm-1	CsdiChp>CsdiCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	CsdiChp>CsdiCduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	CsdiChp>CsdiCduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	CsdiChp>CsdiCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	CsdiChp>CsdiCduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	CsdiCio>C<hpCduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	CsdiCio>C<hpCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	CsdiCio>C<hpCduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	CsdiCio>C<hpCduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	CsdiCio>C<hpCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	CsdiCio>C<hpCduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	CsdiCio>C<ioCduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	CsdiCio>C<ioCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	CsdiCio>C<ioCduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	CsdiCio>C<ioCduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	CsdiCio>C<ioCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	CsdiCio>C<ioCduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	CsdiCio>CduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	CsdiCio>CduftD	0	0.5	0.55066	dwpc	1
