hetnet	feature	nonzero	auroc	auprc	feature_type	permuted
wikidata-v0.1_perm-4	C<hpCio>Chp>CduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<hpCio>Chp>CduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<hpCio>Cio>CduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<hpCio>Cio>CduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<hpCio>Cio>CduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<hpCio>Cio>CduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<hpCio>Cio>CduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<hpCio>Cio>CduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<hpCio>CsdiCduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<hpCio>CsdiCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<hpCio>CsdiCduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<hpCio>CsdiCduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<hpCio>CsdiCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<hpCio>CsdiCduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<hpCpiwPeGgaD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<hpCpiwPeGgaD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<hpCpiwPeGgaD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<hpCpiwPeGgaD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<hpCpiwPeGgaD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<hpCpiwPeGgaD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<hpCpiwPpiwCduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<hpCpiwPpiwCduftD	3.4126e-05	0.49998	0.05066	dwpc	1
wikidata-v0.1_perm-2	C<hpCpiwPpiwCduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<hpCpiwPpiwCduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<hpCpiwPpiwCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<hpCpiwPpiwCduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<hpCsdiC<hpCduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<hpCsdiC<hpCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<hpCsdiC<hpCduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<hpCsdiC<hpCduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<hpCsdiC<hpCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<hpCsdiC<hpCduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<hpCsdiC<ioCduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<hpCsdiC<ioCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<hpCsdiC<ioCduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<hpCsdiC<ioCduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<hpCsdiC<ioCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<hpCsdiC<ioCduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<hpCsdiCduftD	6.7363e-05	0.50017	0.60013	dwpc	0
wikidata-v0.1_perm-1	C<hpCsdiCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<hpCsdiCduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<hpCsdiCduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<hpCsdiCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<hpCsdiCduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<hpCsdiCduftD<soD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<hpCsdiCduftD<soD	3.4126e-05	0.49998	0.05066	dwpc	1
wikidata-v0.1_perm-2	C<hpCsdiCduftD<soD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<hpCsdiCduftD<soD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<hpCsdiCduftD<soD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<hpCsdiCduftD<soD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<hpCsdiCduftDso>D	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<hpCsdiCduftDso>D	3.4126e-05	0.49998	0.05066	dwpc	1
wikidata-v0.1_perm-2	C<hpCsdiCduftDso>D	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<hpCsdiCduftDso>D	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<hpCsdiCduftDso>D	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<hpCsdiCduftDso>D	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<hpCsdiChp>CduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<hpCsdiChp>CduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<hpCsdiChp>CduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<hpCsdiChp>CduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<hpCsdiChp>CduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<hpCsdiChp>CduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<hpCsdiCio>CduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<hpCsdiCio>CduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<hpCsdiCio>CduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<hpCsdiCio>CduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<hpCsdiCio>CduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<hpCsdiCio>CduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<hpCsdiCsdiCduftD	0.00020209	0.50029	0.43372	dwpc	0
wikidata-v0.1_perm-1	C<hpCsdiCsdiCduftD	0.00075078	0.49996	0.096116	dwpc	1
wikidata-v0.1_perm-2	C<hpCsdiCsdiCduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<hpCsdiCsdiCduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<hpCsdiCsdiCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<hpCsdiCsdiCduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<ioC<hpC<hpCduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<ioC<hpC<hpCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<ioC<hpC<hpCduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<ioC<hpC<hpCduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<ioC<hpC<hpCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<ioC<hpC<hpCduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<ioC<hpC<ioCduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<ioC<hpC<ioCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<ioC<hpC<ioCduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<ioC<hpC<ioCduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<ioC<hpC<ioCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<ioC<hpC<ioCduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<ioC<hpCduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<ioC<hpCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<ioC<hpCduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<ioC<hpCduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<ioC<hpCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<ioC<hpCduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<ioC<hpCduftD<soD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<ioC<hpCduftD<soD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<ioC<hpCduftD<soD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<ioC<hpCduftD<soD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<ioC<hpCduftD<soD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<ioC<hpCduftD<soD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<ioC<hpCduftDso>D	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<ioC<hpCduftDso>D	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<ioC<hpCduftDso>D	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<ioC<hpCduftDso>D	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<ioC<hpCduftDso>D	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<ioC<hpCduftDso>D	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<ioC<hpChp>CduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<ioC<hpChp>CduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<ioC<hpChp>CduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<ioC<hpChp>CduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<ioC<hpChp>CduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<ioC<hpChp>CduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<ioC<hpCio>CduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<ioC<hpCio>CduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<ioC<hpCio>CduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<ioC<hpCio>CduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<ioC<hpCio>CduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<ioC<hpCio>CduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<ioC<hpCsdiCduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<ioC<hpCsdiCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<ioC<hpCsdiCduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<ioC<hpCsdiCduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<ioC<hpCsdiCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<ioC<hpCsdiCduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<ioC<ioC<hpCduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<ioC<ioC<hpCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<ioC<ioC<hpCduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<ioC<ioC<hpCduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<ioC<ioC<hpCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<ioC<ioC<hpCduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<ioC<ioC<ioCduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<ioC<ioC<ioCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<ioC<ioC<ioCduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<ioC<ioC<ioCduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<ioC<ioC<ioCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<ioC<ioC<ioCduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<ioC<ioCduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<ioC<ioCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<ioC<ioCduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<ioC<ioCduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<ioC<ioCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<ioC<ioCduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<ioC<ioCduftD<soD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<ioC<ioCduftD<soD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<ioC<ioCduftD<soD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<ioC<ioCduftD<soD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<ioC<ioCduftD<soD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<ioC<ioCduftD<soD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<ioC<ioCduftDso>D	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<ioC<ioCduftDso>D	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<ioC<ioCduftDso>D	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<ioC<ioCduftDso>D	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<ioC<ioCduftDso>D	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<ioC<ioCduftDso>D	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<ioC<ioChp>CduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<ioC<ioChp>CduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<ioC<ioChp>CduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<ioC<ioChp>CduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<ioC<ioChp>CduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<ioC<ioChp>CduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<ioC<ioCio>CduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<ioC<ioCio>CduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<ioC<ioCio>CduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<ioC<ioCio>CduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<ioC<ioCio>CduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<ioC<ioCio>CduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<ioC<ioCsdiCduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<ioC<ioCsdiCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<ioC<ioCsdiCduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<ioC<ioCsdiCduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<ioC<ioCsdiCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<ioC<ioCsdiCduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<ioCduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<ioCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<ioCduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<ioCduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<ioCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<ioCduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<ioCduftD<soD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<ioCduftD<soD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<ioCduftD<soD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<ioCduftD<soD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<ioCduftD<soD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<ioCduftD<soD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<ioCduftD<soD<soD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<ioCduftD<soD<soD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<ioCduftD<soD<soD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<ioCduftD<soD<soD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<ioCduftD<soD<soD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<ioCduftD<soD<soD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<ioCduftD<soDso>D	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<ioCduftD<soDso>D	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<ioCduftD<soDso>D	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<ioCduftD<soDso>D	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<ioCduftD<soDso>D	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<ioCduftD<soDso>D	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<ioCduftDduftCduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<ioCduftDduftCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<ioCduftDduftCduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<ioCduftDduftCduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<ioCduftDduftCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<ioCduftDduftCduftD	0.00017095	0.50009	0.15079	dwpc	1
wikidata-v0.1	C<ioCduftDgaGgaD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<ioCduftDgaGgaD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<ioCduftDgaGgaD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<ioCduftDgaGgaD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<ioCduftDgaGgaD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<ioCduftDgaGgaD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<ioCduftDso>D	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<ioCduftDso>D	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<ioCduftDso>D	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<ioCduftDso>D	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<ioCduftDso>D	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<ioCduftDso>D	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<ioCduftDso>D<soD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<ioCduftDso>D<soD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<ioCduftDso>D<soD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<ioCduftDso>D<soD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<ioCduftDso>D<soD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<ioCduftDso>D<soD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<ioCduftDso>Dso>D	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<ioCduftDso>Dso>D	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<ioCduftDso>Dso>D	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<ioCduftDso>Dso>D	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<ioCduftDso>Dso>D	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<ioCduftDso>Dso>D	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<ioChp>C<hpCduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<ioChp>C<hpCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<ioChp>C<hpCduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<ioChp>C<hpCduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<ioChp>C<hpCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<ioChp>C<hpCduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<ioChp>C<ioCduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<ioChp>C<ioCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<ioChp>C<ioCduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<ioChp>C<ioCduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<ioChp>C<ioCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<ioChp>C<ioCduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<ioChp>CduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<ioChp>CduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<ioChp>CduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<ioChp>CduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<ioChp>CduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<ioChp>CduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<ioChp>CduftD<soD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<ioChp>CduftD<soD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<ioChp>CduftD<soD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<ioChp>CduftD<soD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<ioChp>CduftD<soD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<ioChp>CduftD<soD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<ioChp>CduftDso>D	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<ioChp>CduftDso>D	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<ioChp>CduftDso>D	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<ioChp>CduftDso>D	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<ioChp>CduftDso>D	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<ioChp>CduftDso>D	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<ioChp>Chp>CduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<ioChp>Chp>CduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<ioChp>Chp>CduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<ioChp>Chp>CduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<ioChp>Chp>CduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<ioChp>Chp>CduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<ioChp>Cio>CduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<ioChp>Cio>CduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<ioChp>Cio>CduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<ioChp>Cio>CduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<ioChp>Cio>CduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<ioChp>Cio>CduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<ioChp>CsdiCduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<ioChp>CsdiCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<ioChp>CsdiCduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<ioChp>CsdiCduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<ioChp>CsdiCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<ioChp>CsdiCduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<ioCio>C<hpCduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<ioCio>C<hpCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<ioCio>C<hpCduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<ioCio>C<hpCduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<ioCio>C<hpCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<ioCio>C<hpCduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<ioCio>C<ioCduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<ioCio>C<ioCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<ioCio>C<ioCduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<ioCio>C<ioCduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<ioCio>C<ioCduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<ioCio>C<ioCduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<ioCio>CduftD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<ioCio>CduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<ioCio>CduftD	0	0.5	0.55069	dwpc	1
wikidata-v0.1_perm-3	C<ioCio>CduftD	0	0.5	0.55067	dwpc	1
wikidata-v0.1_perm-4	C<ioCio>CduftD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-5	C<ioCio>CduftD	0	0.5	0.55076	dwpc	1
wikidata-v0.1	C<ioCio>CduftD<soD	0	0.5	0.6	dwpc	0
wikidata-v0.1_perm-1	C<ioCio>CduftD<soD	0	0.5	0.55066	dwpc	1
wikidata-v0.1_perm-2	C<ioCio>CduftD<soD	0	0.5	0.55069	dwpc	1
